"Geneid","syn3A_3A","Illumina_TPM"
"JCVISYN3A_0214",3.65910452500001,12.6328174169493
"JCVISYN3A_0215",7.8851689495323,236.413555582412
"JCVISYN3A_0216",8.45716020080298,351.446237786002
"JCVISYN3A_0218",11.3512892638594,2612.63390108776
"JCVISYN3A_0220",10.5391354280024,1487.97588279004
"JCVISYN3A_0221",10.9217040349471,1939.81591568655
"JCVISYN3A_0222",7.70774233797165,209.055521552734
"JCVISYN3A_0227",12.8469604906198,7367.50536520909
"JCVISYN3A_0228",12.7606454554734,6939.64166988522
"JCVISYN3A_0229",12.2268015080636,4793.2933090397
"JCVISYN3A_0230",11.6205400857502,3148.69889417048
"JCVISYN3A_0233",9.72412942821786,845.774602302089
"JCVISYN3A_0234",11.5588811688476,3016.96275070406
"JCVISYN3A_0235",9.13343446229034,561.613755804542
"JCVISYN3A_0238",11.4174029128959,2735.14748484367
"JCVISYN3A_0239",3.87231940157139,14.6448285834323
"JCVISYN3A_0240",6.71575662977665,105.110037042997
"JCVISYN3A_0247",8.56961483031541,379.936585342936
"JCVISYN3A_0248",6.67009789649609,101.835579910567
"JCVISYN3A_0249",6.45011528222974,87.433562755155
"JCVISYN3A_0250",6.42128304886087,85.7035493639842
"JCVISYN3A_0253",9.33577145485952,646.170668935252
"JCVISYN3A_0254",6.1480058339159,70.9143570235829
"JCVISYN3A_0257",9.46567585198262,707.053637175187
"JCVISYN3A_0259",7.19227267342115,146.247958260158
"JCVISYN3A_0260",7.97632089924661,251.832539936051
"JCVISYN3A_0262",8.93044291361496,487.900419546347
"JCVISYN3A_0263",7.74662286878898,214.766158290039
"JCVISYN3A_0264",7.39473040435984,168.281223746808
"JCVISYN3A_0270",4.85099662649555,28.8599446239316
"JCVISYN3A_0271",5.41523486152904,42.6725039123187
"JCVISYN3A_0281",4.00819971855986,16.0911967066604
"JCVISYN3A_0282",6.88751155068913,118.398874019498
"JCVISYN3A_0283",7.51159266390127,182.479762506414
"JCVISYN3A_0285",8.33328829718705,322.529720309571
"JCVISYN3A_0286",7.64941867675975,200.772612928756
"JCVISYN3A_0287",8.22070349233785,298.317229235416
"JCVISYN3A_0288",7.87212126223429,234.2850784775
"JCVISYN3A_0289",9.15293761085295,569.257510654325
"JCVISYN3A_0290",4.20047452258321,18.3852198415918
"JCVISYN3A_0291",4.4760347217689,22.2546471500997
"JCVISYN3A_0294",9.88294497882253,944.197582461821
"JCVISYN3A_0296",6.79994281417768,111.426055287049
"JCVISYN3A_0297",11.4649796638377,2826.85009232773
"JCVISYN3A_0298",7.8955336701658,238.118131766946
"JCVISYN3A_0299",8.28631262986727,312.196949368038
"JCVISYN3A_0300",9.23256665808996,601.560762371549
"JCVISYN3A_0301",7.04121284711734,131.7092488193
"JCVISYN3A_0302",7.20026865051603,147.060771715739
"JCVISYN3A_0303",7.90128107773987,239.068638684135
"JCVISYN3A_0304",6.70166054177123,104.088043133805
"JCVISYN3A_0305",10.3242711170235,1282.08048471811
"JCVISYN3A_0308",3.69300322013654,12.9331627680456
"JCVISYN3A_0314",9.90682039706725,959.953289532304
"JCVISYN3A_0315",6.58807076659117,96.2070535964433
"JCVISYN3A_0316",9.16983209955263,575.962909856863
"JCVISYN3A_0317",8.9290448385264,487.427838025402
"JCVISYN3A_0325",5.56714414266211,47.410810212676
"JCVISYN3A_0326",5.42971439018461,43.102940541454
"JCVISYN3A_0327",6.10206823905387,68.6919073594872
"JCVISYN3A_0328",7.04050640869396,131.644771091982
"JCVISYN3A_0329",7.54895861387259,187.267744083713
"JCVISYN3A_0330",7.78942935382252,221.234006611369
"JCVISYN3A_0332",6.18320049234889,72.66559222437
"JCVISYN3A_0338",12.1301958581777,4482.83554228048
"JCVISYN3A_0344",10.6748626138497,1634.75941163155
"JCVISYN3A_0345",7.55886871781372,188.558544576497
"JCVISYN3A_0346",4.22644274989202,18.7191464779926
"JCVISYN3A_0347",5.77561493396809,54.7814266894491
"JCVISYN3A_0348",6.06018718529992,66.7264656884772
"JCVISYN3A_0350",8.1654223622387,287.102555586049
"JCVISYN3A_0352",3.55378675894211,11.7434691878919
"JCVISYN3A_0353",5.86327532981118,58.2132367069483
"JCVISYN3A_0359",11.087491419996,2176.04310541371
"JCVISYN3A_0360",11.6752707563044,3270.44391011439
"JCVISYN3A_0361",9.20432631211982,589.899882722314
"JCVISYN3A_0362",11.9110588759858,3851.11069303329
"JCVISYN3A_0363",9.26403897403815,614.827964068536
"JCVISYN3A_0364",11.1641868297398,2294.85427622082
"JCVISYN3A_0365",11.7614889716786,3471.85016603744
"JCVISYN3A_0366",7.58457510279206,191.948450355259
"JCVISYN3A_0371",7.30910509842484,158.584185543641
"JCVISYN3A_0372",7.32339106517256,160.162330888759
"JCVISYN3A_0373",5.73296971046089,53.1858184882345
"JCVISYN3A_0375",9.23554590672786,602.804303662573
"JCVISYN3A_0376",7.30117165897633,157.714517936423
"JCVISYN3A_0377",10.3818511455934,1334.28500497097
"JCVISYN3A_0378",9.35805890002523,656.230528144248
"JCVISYN3A_0379",7.43467640465648,173.005777217877
"JCVISYN3A_0380",7.86948006189045,233.856555655748
"JCVISYN3A_0381",8.54494233250007,373.494278489531
"JCVISYN3A_0382",6.08129548163644,67.7099280751368
"JCVISYN3A_0387",5.67665134104208,51.1496102214786
"JCVISYN3A_0388",8.39749293454367,337.207528149332
"JCVISYN3A_0389",5.98570101045307,63.368809652303
"JCVISYN3A_0390",8.01409354563125,258.51309386055
"JCVISYN3A_0391",10.4862322031991,1434.40052219839
"JCVISYN3A_0392",8.78478886445081,441.047082686057
"JCVISYN3A_0394",9.52428422435656,736.368561991696
"JCVISYN3A_0398",4.19719606253393,18.3434876857797
"JCVISYN3A_0399",7.10483606619255,137.647640153221
"JCVISYN3A_0400",8.11643202103443,277.516938672945
"JCVISYN3A_0401",3.09489376455771,8.54389409622045
"JCVISYN3A_0402",5.08141845200259,33.8578498413157
"JCVISYN3A_0403",6.22270160446876,74.6826701512148
"JCVISYN3A_0404",5.55439755213282,46.9937682723824
"JCVISYN3A_0405",8.82309631215488,452.914937801764
"JCVISYN3A_0406",7.08536534615542,135.802416962772
"JCVISYN3A_0407",10.1697872916036,1151.89004317716
"JCVISYN3A_0408",6.83238172729893,113.959842867141
"JCVISYN3A_0409",6.23014968226479,75.0692249170141
"JCVISYN3A_0410",7.74311887573637,214.245170854983
"JCVISYN3A_0411",9.31529154494966,637.06269337852
"JCVISYN3A_0412",8.52226759345915,367.669984431443
"JCVISYN3A_0413",10.0891141425748,1089.2460321697
"JCVISYN3A_0414",8.29370698018829,313.801182842747
"JCVISYN3A_0415",8.51449049319089,365.693327536847
"JCVISYN3A_0416",6.46065560030974,88.0746908305366
"JCVISYN3A_0418",8.83535582596661,456.780048174974
"JCVISYN3A_0419",8.75370792822181,431.646933228574
"JCVISYN3A_0420",9.47378028513804,711.036734113048
"JCVISYN3A_0421",9.41450923050218,682.416741729759
"JCVISYN3A_0422",11.8516330008119,3695.70273078311
"JCVISYN3A_0424",4.16246026930736,17.9071056875793
"JCVISYN3A_0425",6.18479110921704,72.7457525173569
"JCVISYN3A_0426",6.72220674723593,105.581023560002
"JCVISYN3A_0427",7.41705903106162,170.90597567518
"JCVISYN3A_0428",7.23716511313255,150.870309972184
"JCVISYN3A_0429",8.96661458245281,500.287842107627
"JCVISYN3A_0430",8.56248039504743,378.06235579179
"JCVISYN3A_0431",9.47761070635805,712.927077477984
"JCVISYN3A_0432",7.03404943294371,131.056893751362
"JCVISYN3A_0433",6.41839232430221,85.5319972963578
"JCVISYN3A_0434",7.39050977713084,167.789633784856
"JCVISYN3A_0435",7.31528122029467,159.264533563041
"JCVISYN3A_0437",10.9384099782611,1962.40891578462
"JCVISYN3A_0438",8.34072383757057,324.196304964392
"JCVISYN3A_0439",11.544720225989,2987.49426029461
"JCVISYN3A_0440",10.787676552719,1767.72305408351
"JCVISYN3A_0441",5.93438536651954,61.1544410593015
"JCVISYN3A_0442",5.00058163073707,32.0129035834788
"JCVISYN3A_0443",6.27080421465794,77.21473148983
"JCVISYN3A_0444",7.38741662909573,167.430277031734
"JCVISYN3A_0445",10.2589545103332,1225.32990181995
"JCVISYN3A_0447",10.1537761602799,1139.17696205135
"JCVISYN3A_0448",10.2506116023158,1218.26443566171
"JCVISYN3A_0451",9.87182227962758,936.946122057267
"JCVISYN3A_0452",8.02511086682178,260.494818660961
"JCVISYN3A_0453",7.63386294346172,198.619428882184
"JCVISYN3A_0475",14.4999870144543,23170.2664518611
"JCVISYN3A_0478",4.33971388812619,20.2480895520134
"JCVISYN3A_0479",4.9670325196201,31.2770495295136
"JCVISYN3A_0481",8.79492939266329,444.158069627079
"JCVISYN3A_0482",10.256065619605,1222.87872376937
"JCVISYN3A_0154",11.6469093293879,3206.77925121724
"JCVISYN3A_0493",9.70531978463791,834.819092053726
"JCVISYN3A_0494",5.64235409485114,49.9479684485593
"JCVISYN3A_0495",6.67236832478325,101.995968906724
"JCVISYN3A_0499",12.704675842488,6675.57245172058
"JCVISYN3A_0500",12.0315136122614,4186.45560894682
"JCVISYN3A_0501",12.8596979817662,7432.84074364831
"JCVISYN3A_0503",7.06541803112919,133.937676063745
"JCVISYN3A_0504",4.66415758251304,25.3542831928226
"JCVISYN3A_0930",12.4914244344251,5758.28880967848
"JCVISYN3A_0505",8.66938683527847,407.141602269189
"JCVISYN3A_0511",7.08801117074972,136.051699758546
"JCVISYN3A_0512",6.77730245855441,109.691084348677
"JCVISYN3A_0513",6.74514636403803,107.273235750498
"JCVISYN3A_0515",9.34402024678174,649.875813935109
"JCVISYN3A_0516",8.61026015362267,390.792820758308
"JCVISYN3A_0517",6.97725292112423,125.997641727877
"JCVISYN3A_0518",7.12134032200054,139.231353890427
"JCVISYN3A_0519",7.30741814949539,158.398860809508
"JCVISYN3A_0520",9.49779198945996,722.970008326493
"JCVISYN3A_0521",11.1681455133029,2301.15988960506
"JCVISYN3A_0522",13.0117435683415,8258.95519301617
"JCVISYN3A_0523",5.19832373350456,36.7156626608049
"JCVISYN3A_0524",6.65088670137761,100.488507254512
"JCVISYN3A_0525",6.61031848853486,97.7021556650991
"JCVISYN3A_0526",13.0688723806359,8592.56044854897
"JCVISYN3A_0527",10.0586763636943,1066.5059977444
"JCVISYN3A_0528",8.94626840055232,493.281851893766
"JCVISYN3A_0529",10.3055316737794,1265.53498379629
"JCVISYN3A_0530",7.68649458980366,205.999152213297
"JCVISYN3A_0535",8.13917436668923,281.926321170762
"JCVISYN3A_0536",9.18558609172647,582.286794999425
"JCVISYN3A_0537",9.73658340142951,853.107301776405
"JCVISYN3A_0538",9.14904296001969,567.722834705938
"JCVISYN3A_0539",11.1066039169497,2205.06262895044
"JCVISYN3A_0540",11.8107813093628,3592.52208259691
"JCVISYN3A_0541",9.32673528952946,642.136096644428
"JCVISYN3A_0542",10.6713416248915,1630.77454200895
"JCVISYN3A_0543",6.67765672669904,102.370535593759
"JCVISYN3A_0544",6.56314687479402,94.5592622652849
"JCVISYN3A_0545",9.13051144519416,560.477032746847
"JCVISYN3A_0546",9.4763761085532,712.317245408432
"JCVISYN3A_0548",8.79622513720912,444.557165696906
"JCVISYN3A_0549",6.31105151768543,79.3991422940037
"JCVISYN3A_0931",13.9718213237295,16067.0931854494
"JCVISYN3A_0592",4.19199304306189,18.2774518121644
"JCVISYN3A_0593",1.5468832315315,2.92185225941762
"JCVISYN3A_0599",6.64202518863954,99.8731651759957
"JCVISYN3A_0600",11.0218052754309,2079.1891216923
"JCVISYN3A_0601",9.31163988696119,635.452239780026
"JCVISYN3A_0602",8.72949379848876,424.462649203419
"JCVISYN3A_0604",8.77460788922814,437.945607527367
"JCVISYN3A_0605",7.62055485821306,196.795695963095
"JCVISYN3A_0606",10.7770162173633,1754.70916797546
"JCVISYN3A_0607",12.9758934236091,8056.25382779528
"JCVISYN3A_0608",6.02559709204124,65.1456567224787
"JCVISYN3A_0609",4.31132973877423,19.8536139373247
"JCVISYN3A_0610",5.7424496317756,53.536452218807
"JCVISYN3A_0611",6.03650760254383,65.6401942231422
"JCVISYN3A_0612",5.92286079311232,60.6678715905928
"JCVISYN3A_0613",8.60138746826821,388.396790320943
"JCVISYN3A_0614",9.12015200812594,556.466878102946
"JCVISYN3A_0615",7.0140525022035,129.25286974547
"JCVISYN3A_0616",10.1631322214751,1146.58867680656
"JCVISYN3A_0617",10.5629836507526,1512.77703356438
"JCVISYN3A_0620",6.75551748636137,108.047170849561
"JCVISYN3A_0621",6.99778119537504,127.803292656845
"JCVISYN3A_0622",0.577610457555201,1.49237537224749
"JCVISYN3A_0623",1.7017387344289,3.25292764864502
"JCVISYN3A_0634",8.5434894854174,373.118345305472
"JCVISYN3A_0636",5.68954451426916,51.6087761646639
"JCVISYN3A_0637",14.3796982406861,21316.7258097444
"JCVISYN3A_0638",14.7582000758357,27711.5555402994
"JCVISYN3A_0639",6.40717699974243,84.8696604136079
"JCVISYN3A_0640",7.71176455607378,209.639179313561
"JCVISYN3A_0641",9.25044277111042,609.060938380634
"JCVISYN3A_0642",9.28928350236357,625.681007841129
"JCVISYN3A_0643",8.01544906149623,258.756099668028
"JCVISYN3A_0644",12.7354264472714,6819.38748455056
"JCVISYN3A_0645",13.4339203908512,11066.569020904
"JCVISYN3A_0646",14.0710503025547,17211.0834987323
"JCVISYN3A_0647",13.600004382895,12416.787834889
"JCVISYN3A_0648",13.524829929026,11786.3543804029
"JCVISYN3A_0649",13.9228120410772,15530.4503081337
"JCVISYN3A_0650",12.0957607342587,4377.10335308104
"JCVISYN3A_0651",9.19420880598877,585.777433636018
"JCVISYN3A_0652",13.2413408216543,9683.68759246937
"JCVISYN3A_0653",14.4353065968167,22154.4147716247
"JCVISYN3A_0654",13.9427537623234,15746.6112062623
"JCVISYN3A_0655",12.9542887784492,7936.5086660999
"JCVISYN3A_0656",14.1558787719021,18253.4148959447
"JCVISYN3A_0657",13.8716678319478,14989.5331629375
"JCVISYN3A_0658",13.717443068947,13469.8210970635
"JCVISYN3A_0659",13.5322580768967,11847.1964563515
"JCVISYN3A_0660",14.2740169061222,19811.0387457823
"JCVISYN3A_0661",14.2658766358701,19699.57160143
"JCVISYN3A_0662",13.8296015304474,14558.7768271461
"JCVISYN3A_0663",13.918975053498,15489.200445509
"JCVISYN3A_0664",14.1954475536637,18760.9797862516
"JCVISYN3A_0665",13.8648418076882,14918.7786115287
"JCVISYN3A_0666",13.8867156268028,15146.6972512885
"JCVISYN3A_0667",14.159474522067,18298.9661588379
"JCVISYN3A_0668",14.4150619220735,21845.7031471821
"JCVISYN3A_0669",12.433825409699,5532.92023357901
"JCVISYN3A_0670",13.6080275335817,12486.0327416132
"JCVISYN3A_0671",14.363184673259,21074.1186042117
"JCVISYN3A_0672",14.3423607054189,20772.1179971484
"JCVISYN3A_0684",7.8030528663868,223.33303638491
"JCVISYN3A_0685",7.30763556514101,158.422733481622
"JCVISYN3A_0686",7.23885215057864,151.046835661198
"JCVISYN3A_0687",8.60407898962787,389.122067648261
"JCVISYN3A_0688",10.1906196506489,1168.64388045172
"JCVISYN3A_0689",8.68342041737543,411.121330894811
"JCVISYN3A_0690",9.05633381127979,532.387840643187
"JCVISYN3A_0691",7.71732756415647,210.44910502877
"JCVISYN3A_0692",5.7780847729989,54.8752907310008
"JCVISYN3A_0693",6.7247556213157,105.767723169738
"JCVISYN3A_0694",13.258833435093,9801.81658256704
"JCVISYN3A_0695",5.75779078121879,54.1087790000474
"JCVISYN3A_0696",5.16952072401358,35.9899133579683
"JCVISYN3A_0697",5.44256532529537,43.4885989327359
"JCVISYN3A_0706",6.54505354811403,93.3807679552646
"JCVISYN3A_0707",7.99658976726796,255.39558357911
"JCVISYN3A_0708",8.94151459763834,491.65912120611
"JCVISYN3A_0710",7.3170452272399,159.459388028232
"JCVISYN3A_0726",13.1099264372735,8840.58692222361
"JCVISYN3A_0727",10.7704080228821,1746.69018725317
"JCVISYN3A_0728",10.3467361583145,1302.20074919569
"JCVISYN3A_0729",11.4131894011613,2727.17091126149
"JCVISYN3A_0730",4.20370196826483,18.4263953622692
"JCVISYN3A_0732",9.17377316658898,577.538441482151
"JCVISYN3A_0733",7.75147289335761,215.489370007901
"JCVISYN3A_0747",8.70230721602276,416.538840246693
"JCVISYN3A_0771",8.59993268030119,388.005335321019
"JCVISYN3A_0772",9.22422832210823,598.093953395074
"JCVISYN3A_0773",9.68227717744155,821.591347224805
"JCVISYN3A_0774",7.93266787349468,244.326726066054
"JCVISYN3A_0775",6.18312754299648,72.6619180079011
"JCVISYN3A_0776",7.12874024190521,139.947338688431
"JCVISYN3A_0777",6.73286301699081,106.363770629738
"JCVISYN3A_0778",13.1957283601687,9382.31589160501
"JCVISYN3A_0779",15.0255468230606,33353.4140619004
"JCVISYN3A_0787",8.41974426327034,342.448745086636
"JCVISYN3A_0789",9.34583048645268,650.691765557422
"JCVISYN3A_0790",11.9280788211632,3896.81255509583
"JCVISYN3A_0791",9.93116406187427,976.28872666531
"JCVISYN3A_0792",11.664089187906,3245.19439838677
"JCVISYN3A_0793",7.92913342529925,243.728884401665
"JCVISYN3A_0794",9.62374936944498,788.927747477826
"JCVISYN3A_0795",11.7960712977406,3556.07810867946
"JCVISYN3A_0796",9.98204346136073,1011.33374821134
"JCVISYN3A_0797",7.45697617312482,175.700705386158
"JCVISYN3A_0798",10.8959330203459,1905.47243201394
"JCVISYN3A_0799",9.50754354556444,727.873305874082
"JCVISYN3A_0800",9.37897008432404,665.811548643743
"JCVISYN3A_0803",11.8608797377387,3719.46585344605
"JCVISYN3A_0804",10.7498801079098,1722.01274830148
"JCVISYN3A_0805",6.72509253843434,105.79242632378
"JCVISYN3A_0806",12.7666137420104,6968.40974466158
"JCVISYN3A_0807",12.4077115338811,5433.67112755987
"JCVISYN3A_0809",12.8039449781445,7151.07777181823
"JCVISYN3A_0810",12.739892284252,6840.52948334691
"JCVISYN3A_0813",7.68547270409582,205.85329113522
"JCVISYN3A_0814",6.58508168650207,96.007931203255
"JCVISYN3A_0817",7.47029236712204,177.329944801566
"JCVISYN3A_0818",9.82231632083485,905.340272146144
"JCVISYN3A_0819",10.0052101605425,1027.70476757174
"JCVISYN3A_0820",6.05310051374342,66.3995018866524
"JCVISYN3A_0821",6.36784127677677,82.5869127962956
"JCVISYN3A_0822",9.90599178278095,959.402097074773
"JCVISYN3A_0823",7.03920200716654,131.525799285446
"JCVISYN3A_0824",8.90720427001216,480.104374159916
"JCVISYN3A_0825",6.7713740312505,109.241258634767
"JCVISYN3A_0826",3.21247923815664,9.26942107837738
"JCVISYN3A_0827",7.32133320065645,159.934037719261
"JCVISYN3A_0830",4.47435400115522,22.2287358770153
"JCVISYN3A_0831",10.3955533846696,1347.0179725129
"JCVISYN3A_0832",6.79124447342612,110.756263125403
"JCVISYN3A_0833",6.94455355174884,123.173966099531
"JCVISYN3A_0834",8.95757175478882,497.161839802631
"JCVISYN3A_0835",9.35516792451627,654.916843143883
"JCVISYN3A_0836",9.0090357185893,515.216761332913
"JCVISYN3A_0837",7.95656806910753,248.408041825774
"JCVISYN3A_0838",6.9910326779914,127.206861231714
"JCVISYN3A_0932",7.4985344767038,180.835545682171
"JCVISYN3A_0839",9.39247507934748,672.073439639143
"JCVISYN3A_0840",10.8345071463891,1826.04568731298
"JCVISYN3A_0851",3.42851630810656,10.7667901708108
"JCVISYN3A_0852",4.68702973335928,25.7594472901594
"JCVISYN3A_0853",6.01232838409233,64.5492480447425
"JCVISYN3A_0859",8.16993007085868,288.001011991057
"JCVISYN3A_0870",8.05946310282739,266.771937453673
"JCVISYN3A_0872",8.63175678036875,396.659359401856
"JCVISYN3A_0873",6.32445339465155,80.1401549810926
"JCVISYN3A_0874",7.11123152042249,138.259185398363
"JCVISYN3A_0875",6.98233086065064,126.441904510429
"JCVISYN3A_0876",9.4350211888297,692.1885125929
"JCVISYN3A_0877",8.79150951580302,443.106449606424
"JCVISYN3A_0878",9.49416582535791,721.155129980717
"JCVISYN3A_0879",6.552481181077,93.8627732256519
"JCVISYN3A_0881",12.3191822267796,5110.26441918547
"JCVISYN3A_0885",9.86113264230338,930.02948332076
"JCVISYN3A_0886",9.56854435716359,759.309557378002
"JCVISYN3A_0887",8.57467488873539,381.271501361484
"JCVISYN3A_0906",6.67358739955265,102.082191744808
"JCVISYN3A_0907",6.16175916876126,71.5936222383814
"JCVISYN3A_0908",10.3921220676778,1343.81802149958
"JCVISYN3A_0909",10.5879468640699,1539.18066290115
"JCVISYN3A_0910",10.5769622331123,1527.50589574142
