operon_id	chrom	strand	start0	end0	n_isoforms	n_reads_total	member_ids	length	tss	tts	sense_gene_count	sense_gene_loci	sense_gene_names	antisense_gene_count	antisense_gene_loci	antisense_gene_names	gene_count	gene_loci	gene_names	segmentation_type
OP3A_00011	CP016816.2	-	10872	11170	1	8	ISO_066776	298	11170	10872	2	JCVISYN3A_0008,JCVISYN3A_0009	rnsD%3B uptD,rnsC%3B uptD	0			2	JCVISYN3A_0008,JCVISYN3A_0009	rnsD%3B uptD,rnsC%3B uptD	isoform_operon
OP3A_00012	CP016816.2	-	11183	11534	2	10	ISO_066834,ISO_066838	351	11534	11183	1	JCVISYN3A_0009	rnsC%3B uptD	0			1	JCVISYN3A_0009	rnsC%3B uptD	isoform_operon
OP3A_00013	CP016816.2	-	13169	13730	2	12	ISO_067073,ISO_067040	561	13730	13169	2	JCVISYN3A_0009,JCVISYN3A_0010	rnsC%3B uptD,rnsA%3B uptA	0			2	JCVISYN3A_0009,JCVISYN3A_0010	rnsC%3B uptD,rnsA%3B uptA	isoform_operon
OP3A_00014	CP016816.2	-	13855	14162	1	5	ISO_067118	307	14162	13855	1	JCVISYN3A_0010	rnsA%3B uptA	0			1	JCVISYN3A_0010	rnsA%3B uptA	isoform_operon
OP3A_00015	CP016816.2	-	15513	16796	9	73	ISO_067290,ISO_067289,ISO_067312,ISO_067329,ISO_067383,ISO_067388,ISO_067392,ISO_067384,ISO_067486	1283	16796	15513	1	JCVISYN3A_0011	rnsB%3B uptB	0			1	JCVISYN3A_0011	rnsB%3B uptB	isoform_gene_combined
OP3A_00016	CP016816.2	-	16956	18517	12	79	ISO_067523,ISO_067539,ISO_067564,ISO_067644,ISO_067669,ISO_067791,ISO_067902,ISO_067958,ISO_067892,ISO_067956,ISO_067954,ISO_068031	1561	18517	16956	1	JCVISYN3A_0012	metRS	0			1	JCVISYN3A_0012	metRS	isoform_operon_merged
OP3A_00017	CP016816.2	-	18715	19378	0	1		663	19378	18715	1	JCVISYN3A_0918	JCVISYN3A_0918	0			1	JCVISYN3A_0918	JCVISYN3A_0918	rescue_single
OP3A_00018	CP016816.2	+	20069	20394	2	15	ISO_001966,ISO_001987	325	20069	20394	0			0			0			isoform_operon
OP3A_00019	CP016816.2	+	20250	22376	51	477	ISO_001997,ISO_002001,ISO_002006,ISO_002045,ISO_002048,ISO_002072,ISO_002079,ISO_002095,ISO_002132,ISO_002134,ISO_002213,ISO_002212,ISO_002214,ISO_002222,ISO_002226,ISO_002234,ISO_002246,ISO_002251,ISO_002257,ISO_002269,ISO_002279,ISO_002293,ISO_002291,ISO_002294,ISO_002321,ISO_002327,ISO_002334,ISO_002356,ISO_002343,ISO_002351,ISO_002342,ISO_002357,ISO_002344,ISO_002364,ISO_002376,ISO_002406,ISO_002414,ISO_002421,ISO_002425,ISO_002430,ISO_002435,ISO_002439,ISO_002444,ISO_002448,ISO_002455,ISO_002456,ISO_002458,ISO_002462,ISO_002466,ISO_002463,ISO_002467	2126	20250	22376	1	JCVISYN3A_0913	tetM	0			1	JCVISYN3A_0913	tetM	isoform_gene_combined
OP3A_00020	CP016816.2	-	21488	21658	2	21	ISO_068254,ISO_068257	170	21658	21488	0			1	JCVISYN3A_0913	tetM	1			isoform_operon
OP3A_00021	CP016816.2	-	21736	22255	6	44	ISO_068381,ISO_068382,ISO_068393,ISO_068390,ISO_068426,ISO_068378	519	22255	21736	0			1	JCVISYN3A_0913	tetM	1			isoform_operon
OP3A_00022	CP016816.2	-	22045	22359	4	36	ISO_068461,ISO_068464,ISO_068459,ISO_068447	314	22359	22045	0			1	JCVISYN3A_0913	tetM	1			isoform_operon
OP3A_00023	CP016816.2	+	22645	22749	1	64	ISO_002493	104	22645	22749	0			0			0			isoform_operon
OP3A_00024	CP016816.2	-	22716	23938	336	5195	ISO_068520,ISO_068521,ISO_068523,ISO_068552,ISO_068558,ISO_068561,ISO_068679,ISO_068699,ISO_068781,ISO_068854,ISO_068879,ISO_069009,ISO_069018,ISO_068519,ISO_068617,ISO_068609,ISO_068626,ISO_068740,ISO_068524,ISO_068539,ISO_068583,ISO_068599,ISO_068665,ISO_068515,ISO_068517,ISO_068522,ISO_068526,ISO_068529,ISO_068536,ISO_068538,ISO_068544,ISO_068555,ISO_068566,ISO_068572,ISO_068576,ISO_068639,ISO_068675,ISO_068763,ISO_068818,ISO_068911,ISO_068956,ISO_068546,ISO_068545,ISO_068571,ISO_068880,ISO_068672,ISO_068893,ISO_068957,ISO_068759,ISO_068802,ISO_068657,ISO_068705,ISO_068737,ISO_068594,ISO_068615,ISO_068638,ISO_068651,ISO_068678,ISO_068845,ISO_068873,ISO_068797,ISO_068598,ISO_068777,ISO_068814,ISO_068877,ISO_068855,ISO_068654,ISO_068791,ISO_068881,ISO_068636,ISO_068673,ISO_068697,ISO_068748,ISO_068768,ISO_068821,ISO_068958,ISO_068843,ISO_068624,ISO_068640,ISO_068670,ISO_068688,ISO_068696,ISO_068715,ISO_068721,ISO_068731,ISO_068738,ISO_068746,ISO_068765,ISO_068783,ISO_068793,ISO_068887,ISO_068856,ISO_068975,ISO_068660,ISO_068650,ISO_068822,ISO_068878,ISO_068728,ISO_068674,ISO_068784,ISO_068743,ISO_068774,ISO_068804,ISO_068847,ISO_068959,ISO_068734,ISO_068766,ISO_068805,ISO_068722,ISO_068780,ISO_068798,ISO_068882,ISO_068745,ISO_068853,ISO_068778,ISO_068796,ISO_068771,ISO_068799,ISO_068810,ISO_068785,ISO_068874,ISO_068794,ISO_068860,ISO_068883,ISO_068807,ISO_068868,ISO_068875,ISO_068801,ISO_068884,ISO_068984,ISO_069004,ISO_068850,ISO_068876,ISO_068907,ISO_068972,ISO_068997,ISO_069020,ISO_068921,ISO_068910,ISO_068926,ISO_068952,ISO_068978,ISO_068999,ISO_069008,ISO_069017,ISO_069030,ISO_069049,ISO_069059,ISO_069067,ISO_069079,ISO_069130,ISO_069144,ISO_069345,ISO_069383,ISO_069443,ISO_069360,ISO_068974,ISO_068998,ISO_069002,ISO_069013,ISO_069025,ISO_069032,ISO_069052,ISO_069060,ISO_069069,ISO_069092,ISO_069101,ISO_069165,ISO_069190,ISO_069204,ISO_069224,ISO_069385,ISO_069473,ISO_069149,ISO_069031,ISO_069083,ISO_069237,ISO_069006,ISO_068973,ISO_069272,ISO_069015,ISO_069061,ISO_069375,ISO_069386,ISO_069016,ISO_069033,ISO_069142,ISO_069464,ISO_069001,ISO_069011,ISO_069070,ISO_069081,ISO_069185,ISO_069200,ISO_069247,ISO_069376,ISO_068989,ISO_069026,ISO_069058,ISO_069364,ISO_069368,ISO_069075,ISO_069094,ISO_069102,ISO_069111,ISO_069122,ISO_069132,ISO_069143,ISO_069160,ISO_069182,ISO_069195,ISO_069207,ISO_069219,ISO_069233,ISO_069264,ISO_069285,ISO_069304,ISO_069377,ISO_069433,ISO_069461,ISO_069171,ISO_069246,ISO_069273,ISO_069317,ISO_069350,ISO_069363,ISO_069194,ISO_069331,ISO_069371,ISO_069410,ISO_069294,ISO_069076,ISO_069089,ISO_069136,ISO_069215,ISO_069227,ISO_069265,ISO_069287,ISO_069315,ISO_069351,ISO_069431,ISO_069462,ISO_069099,ISO_069114,ISO_069125,ISO_069145,ISO_069161,ISO_069172,ISO_069183,ISO_069196,ISO_069208,ISO_069238,ISO_069251,ISO_069276,ISO_069305,ISO_069332,ISO_069356,ISO_069369,ISO_069408,ISO_069418,ISO_069440,ISO_069133,ISO_069478,ISO_069108,ISO_069266,ISO_069119,ISO_069140,ISO_069153,ISO_069163,ISO_069176,ISO_069202,ISO_069212,ISO_069222,ISO_069318,ISO_069252,ISO_069306,ISO_069458,ISO_069467,ISO_069187,ISO_069335,ISO_069361,ISO_069387,ISO_069242,ISO_069281,ISO_069415,ISO_069437,ISO_069288,ISO_069229,ISO_069388,ISO_069352,ISO_069137,ISO_069155,ISO_069280,ISO_069289,ISO_069323,ISO_069341,ISO_069362,ISO_069434,ISO_069465,ISO_069307,ISO_069372,ISO_069411,ISO_069397,ISO_069358,ISO_069435,ISO_069342,ISO_069373,ISO_069407,ISO_069466,ISO_069378,ISO_069480,ISO_069389,ISO_069298,ISO_069390,ISO_069343,ISO_069367,ISO_069395,ISO_069370,ISO_069299,ISO_069391,ISO_069379,ISO_069300,ISO_069380,ISO_069374,ISO_069483,ISO_069365,ISO_069337,ISO_069366,ISO_069399,ISO_069432,ISO_069485,ISO_069392,ISO_069463,ISO_069393,ISO_069486,ISO_069470	1222	23938	22716	3	JCVISYN3A_0025,JCVISYN3A_0026,JCVISYN3A_0027	rpsR,priB,rpsF	0			3	JCVISYN3A_0025,JCVISYN3A_0026,JCVISYN3A_0027	rpsR,priB,rpsF	isoform_operon
OP3A_00025	CP016816.2	-	24037	24132	2	22	ISO_069500,ISO_069506	95	24132	24037	0			0			0			isoform_operon
OP3A_00026	CP016816.2	+	24195	24911	157	2792	ISO_002506,ISO_002521,ISO_002535,ISO_002543,ISO_002534,ISO_002544,ISO_002546,ISO_002547,ISO_002548,ISO_002538,ISO_002550,ISO_002541,ISO_002537,ISO_002540,ISO_002552,ISO_002564,ISO_002539,ISO_002558,ISO_002574,ISO_002566,ISO_002578,ISO_002581,ISO_002571,ISO_002585,ISO_002589,ISO_002598,ISO_002596,ISO_002591,ISO_002599,ISO_002597,ISO_002602,ISO_002608,ISO_002606,ISO_002627,ISO_002626,ISO_002643,ISO_002641,ISO_002648,ISO_002653,ISO_002649,ISO_002665,ISO_002657,ISO_002680,ISO_002691,ISO_002700,ISO_002695,ISO_002697,ISO_002698,ISO_002705,ISO_002706,ISO_002699,ISO_002702,ISO_002709,ISO_002710,ISO_002714,ISO_002711,ISO_002707,ISO_002716,ISO_002703,ISO_002712,ISO_002717,ISO_002722,ISO_002715,ISO_002734,ISO_002723,ISO_002732,ISO_002733,ISO_002737,ISO_002731,ISO_002745,ISO_002743,ISO_002740,ISO_002750,ISO_002751,ISO_002758,ISO_002764,ISO_002767,ISO_002770,ISO_002771,ISO_002777,ISO_002778,ISO_002776,ISO_002779,ISO_002782,ISO_002787,ISO_002793,ISO_002792,ISO_002790,ISO_002800,ISO_002813,ISO_002815,ISO_002812,ISO_002818,ISO_002822,ISO_002824,ISO_002826,ISO_002825,ISO_002829,ISO_002828,ISO_002830,ISO_002837,ISO_002842,ISO_002844,ISO_002845,ISO_002849,ISO_002852,ISO_002865,ISO_002861,ISO_002869,ISO_002873,ISO_002874,ISO_002880,ISO_002883,ISO_002884,ISO_002890,ISO_002894,ISO_002895,ISO_002905,ISO_002906,ISO_002907,ISO_002908,ISO_002910,ISO_002916,ISO_002918,ISO_002922,ISO_002928,ISO_002925,ISO_002938,ISO_002939,ISO_002943,ISO_002945,ISO_002949,ISO_002953,ISO_002957,ISO_002951,ISO_002956,ISO_002962,ISO_002963,ISO_002970,ISO_002974,ISO_002979,ISO_002985,ISO_002991,ISO_002996,ISO_003005,ISO_003008,ISO_003010,ISO_003013,ISO_003017,ISO_003015,ISO_003024,ISO_003035,ISO_003042,ISO_003046,ISO_003049,ISO_003053,ISO_003057	716	24195	24911	1	JCVISYN3A_0029	JCVISYN3A_0029	1	JCVISYN3A_0030	JCVISYN3A_0030	2	JCVISYN3A_0029	JCVISYN3A_0029	isoform_operon
OP3A_00027	CP016816.2	-	24523	26139	95	994	ISO_069552,ISO_069561,ISO_069602,ISO_069584,ISO_069595,ISO_069598,ISO_069601,ISO_069613,ISO_069632,ISO_069642,ISO_069697,ISO_069711,ISO_069728,ISO_069776,ISO_069864,ISO_069587,ISO_069600,ISO_069603,ISO_069860,ISO_069733,ISO_069726,ISO_069675,ISO_069689,ISO_069729,ISO_069861,ISO_069785,ISO_069846,ISO_069663,ISO_069677,ISO_069684,ISO_069687,ISO_069693,ISO_069698,ISO_069715,ISO_069744,ISO_069770,ISO_069760,ISO_069803,ISO_069834,ISO_069775,ISO_069724,ISO_069811,ISO_069858,ISO_069691,ISO_069781,ISO_069727,ISO_069852,ISO_069730,ISO_069707,ISO_069847,ISO_069863,ISO_069851,ISO_069853,ISO_069848,ISO_069867,ISO_069824,ISO_069831,ISO_069859,ISO_069901,ISO_070061,ISO_069849,ISO_069933,ISO_069955,ISO_069965,ISO_069976,ISO_069993,ISO_070004,ISO_070033,ISO_070070,ISO_070075,ISO_070099,ISO_070114,ISO_070020,ISO_070096,ISO_070041,ISO_070145,ISO_069985,ISO_070028,ISO_070077,ISO_070097,ISO_070104,ISO_070054,ISO_070027,ISO_070052,ISO_069966,ISO_069990,ISO_070029,ISO_070051,ISO_070101,ISO_070034,ISO_070055,ISO_070107,ISO_070081,ISO_070046,ISO_070053	1616	26139	24523	1	JCVISYN3A_0030	JCVISYN3A_0030	1	JCVISYN3A_0029	JCVISYN3A_0029	2	JCVISYN3A_0030	JCVISYN3A_0030	isoform_operon
OP3A_00028	CP016816.2	-	26192	26652	3	17	ISO_070195,ISO_070182,ISO_070161	460	26652	26192	1	JCVISYN3A_0033	JCVISYN3A_0033	0			1	JCVISYN3A_0033	JCVISYN3A_0033	isoform_operon
OP3A_00029	CP016816.2	+	34625	34935	2	24	ISO_003466,ISO_003464	310	34625	34935	1	JCVISYN3A_0034	JCVISYN3A_0034	0			1	JCVISYN3A_0034	JCVISYN3A_0034	isoform_operon
OP3A_00030	CP016816.2	-	35077	37133	63	673	ISO_070592,ISO_070598,ISO_070614,ISO_070631,ISO_070622,ISO_070648,ISO_070604,ISO_070635,ISO_070642,ISO_070665,ISO_070671,ISO_070679,ISO_070685,ISO_070625,ISO_070660,ISO_070615,ISO_070610,ISO_070624,ISO_070681,ISO_070664,ISO_070619,ISO_070632,ISO_070640,ISO_070653,ISO_070680,ISO_070688,ISO_070657,ISO_070689,ISO_070686,ISO_070684,ISO_070715,ISO_070725,ISO_070745,ISO_070744,ISO_070746,ISO_070768,ISO_070775,ISO_070782,ISO_070788,ISO_070797,ISO_070787,ISO_070789,ISO_070793,ISO_070795,ISO_070798,ISO_070846,ISO_070856,ISO_070864,ISO_070871,ISO_070877,ISO_070887,ISO_070903,ISO_070912,ISO_070916,ISO_070940,ISO_070953,ISO_070924,ISO_070944,ISO_070895,ISO_070919,ISO_070899,ISO_070908,ISO_070879	2056	37133	35077	1	JCVISYN3A_0039	ftsH	0			1	JCVISYN3A_0039	ftsH	isoform_gene_combined
OP3A_00031	CP016816.2	-	37015	37201	1	5	ISO_070989	186	37201	37015	0			0			0			isoform_operon
OP3A_00032	CP016816.2	+	37137	37225	1	6	ISO_003496	88	37137	37225	0			0			0			isoform_operon
OP3A_00033	CP016816.2	-	38217	39303	21	150	ISO_071330,ISO_071412,ISO_071333,ISO_071328,ISO_071472,ISO_071717,ISO_071754,ISO_071421,ISO_071407,ISO_071673,ISO_071724,ISO_071692,ISO_071742,ISO_071711,ISO_071694,ISO_071644,ISO_071755,ISO_071744,ISO_071721,ISO_071672,ISO_071715	1086	39303	38217	2	JCVISYN3A_0040,JCVISYN3A_0042	tilS,JCVISYN3A_0042	0			2	JCVISYN3A_0040,JCVISYN3A_0042	tilS,JCVISYN3A_0042	isoform_operon
OP3A_00034	CP016816.2	-	39326	40049	0	0		723	40049	39326	1	JCVISYN3A_0043	yabD	0			1	JCVISYN3A_0043	yabD	rescue_single
OP3A_00035	CP016816.2	-	40048	40789	0	0		741	40789	40048	1	JCVISYN3A_0044	holA	0			1	JCVISYN3A_0044	holA	rescue_single
OP3A_00036	CP016816.2	-	41079	41279	1	6	ISO_071990	200	41279	41079	1	JCVISYN3A_0045	tmk	0			1	JCVISYN3A_0045	tmk	isoform_operon
OP3A_00037	CP016816.2	-	41410	42001	0	1		591	42001	41410	1	JCVISYN3A_0046	recR	0			1	JCVISYN3A_0046	recR	rescue_single
OP3A_00038	CP016816.2	-	44008	44455	2	12	ISO_072301,ISO_072313	447	44455	44008	3	JCVISYN3A_0047,JCVISYN3A_0049,JCVISYN3A_0051	dnaX,ffs,JCVISYN3A_0051	0			2	JCVISYN3A_0047,JCVISYN3A_0049	dnaX,ffs	isoform_operon_merged
OP3A_00039	CP016816.2	-	44468	45036	1	9	ISO_072353	568	45036	44468	1	JCVISYN3A_0051	JCVISYN3A_0051	0			1	JCVISYN3A_0051	JCVISYN3A_0051	isoform_operon
OP3A_00040	CP016816.2	-	45221	45751	34	506	ISO_072399,ISO_072405,ISO_072414,ISO_072440,ISO_072456,ISO_072508,ISO_072390,ISO_072433,ISO_072460,ISO_072476,ISO_072484,ISO_072494,ISO_072371,ISO_072402,ISO_072513,ISO_072505,ISO_072514,ISO_072400,ISO_072500,ISO_072430,ISO_072532,ISO_072401,ISO_072502,ISO_072506,ISO_072503,ISO_072522,ISO_072499,ISO_072504,ISO_072501,ISO_072516,ISO_072509,ISO_072495,ISO_072510,ISO_072517	530	45751	45221	1	JCVISYN3A_0054	ahpC	0			1	JCVISYN3A_0054	ahpC	isoform_operon
OP3A_00041	CP016816.2	+	46261	47128	208	3494	ISO_003591,ISO_003603,ISO_003604,ISO_003613,ISO_003606,ISO_003607,ISO_003611,ISO_003625,ISO_003614,ISO_003619,ISO_003610,ISO_003624,ISO_003618,ISO_003615,ISO_003627,ISO_003621,ISO_003623,ISO_003638,ISO_003620,ISO_003616,ISO_003617,ISO_003652,ISO_003653,ISO_003654,ISO_003632,ISO_003659,ISO_003633,ISO_003663,ISO_003622,ISO_003628,ISO_003657,ISO_003660,ISO_003674,ISO_003662,ISO_003690,ISO_003693,ISO_003705,ISO_003706,ISO_003707,ISO_003719,ISO_003731,ISO_003765,ISO_003781,ISO_003776,ISO_003797,ISO_003787,ISO_003782,ISO_003783,ISO_003784,ISO_003788,ISO_003794,ISO_003785,ISO_003805,ISO_003786,ISO_003809,ISO_003810,ISO_003812,ISO_003790,ISO_003824,ISO_003799,ISO_003801,ISO_003796,ISO_003811,ISO_003819,ISO_003792,ISO_003823,ISO_003817,ISO_003804,ISO_003806,ISO_003807,ISO_003808,ISO_003822,ISO_003838,ISO_003815,ISO_003847,ISO_003793,ISO_003818,ISO_003820,ISO_003842,ISO_003837,ISO_003798,ISO_003814,ISO_003816,ISO_003832,ISO_003803,ISO_003845,ISO_003833,ISO_003850,ISO_003848,ISO_003867,ISO_003874,ISO_003884,ISO_003892,ISO_003891,ISO_003900,ISO_003916,ISO_003922,ISO_003930,ISO_003924,ISO_003947,ISO_003961,ISO_003957,ISO_003959,ISO_003964,ISO_003954,ISO_003956,ISO_003955,ISO_003965,ISO_003980,ISO_003986,ISO_003995,ISO_003996,ISO_004018,ISO_004019,ISO_004025,ISO_004043,ISO_004058,ISO_004068,ISO_004077,ISO_004084,ISO_004097,ISO_004095,ISO_004094,ISO_004100,ISO_004102,ISO_004117,ISO_004108,ISO_004096,ISO_004101,ISO_004109,ISO_004116,ISO_004106,ISO_004124,ISO_004121,ISO_004131,ISO_004127,ISO_004135,ISO_004146,ISO_004155,ISO_004160,ISO_004165,ISO_004170,ISO_004178,ISO_004181,ISO_004192,ISO_004193,ISO_004201,ISO_004202,ISO_004204,ISO_004210,ISO_004211,ISO_004206,ISO_004215,ISO_004218,ISO_004231,ISO_004240,ISO_004247,ISO_004261,ISO_004264,ISO_004271,ISO_004275,ISO_004280,ISO_004287,ISO_004289,ISO_004299,ISO_004302,ISO_004308,ISO_004309,ISO_004310,ISO_004322,ISO_004326,ISO_004335,ISO_004337,ISO_004344,ISO_004343,ISO_004345,ISO_004360,ISO_004359,ISO_004361,ISO_004357,ISO_004370,ISO_004375,ISO_004377,ISO_004376,ISO_004380,ISO_004390,ISO_004396,ISO_004394,ISO_004397,ISO_004405,ISO_004406,ISO_004411,ISO_004407,ISO_004417,ISO_004420,ISO_004424,ISO_004422,ISO_004428,ISO_004432,ISO_004440,ISO_004443,ISO_004450,ISO_004456,ISO_004462,ISO_004470,ISO_004477,ISO_004479,ISO_004482	867	46261	47128	1	JCVISYN3A_0060	JCVISYN3A_0060	0			1	JCVISYN3A_0060	JCVISYN3A_0060	isoform_operon
OP3A_00042	CP016816.2	+	47165	47988	36	276	ISO_004545,ISO_004555,ISO_004551,ISO_004553,ISO_004566,ISO_004550,ISO_004558,ISO_004564,ISO_004570,ISO_004612,ISO_004615,ISO_004620,ISO_004637,ISO_004636,ISO_004648,ISO_004657,ISO_004666,ISO_004681,ISO_004769,ISO_004772,ISO_004784,ISO_004781,ISO_004787,ISO_004782,ISO_004786,ISO_004796,ISO_004805,ISO_004814,ISO_004820,ISO_004827,ISO_004835,ISO_004845,ISO_004855,ISO_004866,ISO_004874,ISO_004886	823	47165	47988	1	JCVISYN3A_0061	serRS	0			1	JCVISYN3A_0061	serRS	isoform_operon_merged
OP3A_00043	CP016816.2	+	48000	48600	21	267	ISO_004907,ISO_004905,ISO_004909,ISO_004906,ISO_004911,ISO_004904,ISO_004914,ISO_004908,ISO_004920,ISO_004928,ISO_004930,ISO_004958,ISO_004955,ISO_004960,ISO_004962,ISO_004974,ISO_004977,ISO_004980,ISO_004985,ISO_004982,ISO_005024	600	48000	48600	2	JCVISYN3A_0061,JCVISYN3A_0063	serRS,dusB	0			1	JCVISYN3A_0061	serRS	isoform_operon_merged
OP3A_00044	CP016816.2	+	48553	48742	1	5	ISO_005049	189	48553	48742	1	JCVISYN3A_0063	dusB	0			1	JCVISYN3A_0063	dusB	isoform_operon
OP3A_00045	CP016816.2	+	49517	49733	1	7	ISO_005174	216	49517	49733	2	JCVISYN3A_0063,JCVISYN3A_0064	dusB,lysRS	0			2	JCVISYN3A_0063,JCVISYN3A_0064	dusB,lysRS	isoform_operon
OP3A_00046	CP016816.2	+	49748	51032	19	125	ISO_005216,ISO_005218,ISO_005245,ISO_005254,ISO_005283,ISO_005346,ISO_005350,ISO_005355,ISO_005349,ISO_005413,ISO_005418,ISO_005431,ISO_005448,ISO_005452,ISO_005450,ISO_005457,ISO_005485,ISO_005502,ISO_005506	1284	49748	51032	1	JCVISYN3A_0064	lysRS	0			1	JCVISYN3A_0064	lysRS	isoform_gene_combined
OP3A_00047	CP016816.2	-	50559	50682	1	5	ISO_072643	123	50682	50559	0			1	JCVISYN3A_0064	lysRS	1			isoform_operon
