locus_tag,isoform_id,n_reads,utr_len,start_position,TIR,dG_total,dG_mRNA_rRNA,dG_standby,dG_spacing,dG_mRNA,dG_start_codon,RBS_distance_bp
MMSYN1_0008,ISO_035545,10,30,31,65741.7423,-9.5351,-11.281,0.0,0.3399,-2.6,-1.194,6
MMSYN1_0008,ISO_035523,16,14,15,44066.9007,-8.5351,-10.281,0.0,0.3399,-2.6,-1.194,6
MMSYN1_0010,ISO_035800,10,12,13,15204.4269,-5.875,-8.581,0.0,0.0,-3.9,-1.194,5
MMSYN1_0010,ISO_035801,14,30,31,25575.1016,-7.175,-9.881,0.0,0.0,-3.9,-1.194,5
MMSYN1_0010,ISO_035804,12,30,31,25575.1016,-7.175,-9.881,0.0,0.0,-3.9,-1.194,5
MMSYN1_0010,ISO_035810,24,30,31,25575.1016,-7.175,-9.881,0.0,0.0,-3.9,-1.194,5
MMSYN1_0010,ISO_035827,19,30,31,25575.1016,-7.175,-9.881,0.0,0.0,-3.9,-1.194,5
MMSYN1_0010,ISO_035835,22,30,31,25575.1016,-7.175,-9.881,0.0,0.0,-3.9,-1.194,5
MMSYN1_0010,ISO_035847,11,30,31,25575.1016,-7.175,-9.881,0.0,0.0,-3.9,-1.194,5
MMSYN1_0010,ISO_035906,129,30,31,25575.1016,-7.175,-9.881,0.0,0.0,-3.9,-1.194,5
MMSYN1_0011,ISO_035906,129,12,13,121719.261,-11.075,-12.081,0.0,0.0,-2.2,-1.194,5
MMSYN1_0011,ISO_035924,39,14,15,204741.8485,-12.375,-13.381,0.0,0.0,-2.2,-1.194,5
MMSYN1_0011,ISO_035925,15,14,15,204741.8485,-12.375,-13.381,0.0,0.0,-2.2,-1.194,5
MMSYN1_0011,ISO_035926,20,14,15,204741.8485,-12.375,-13.381,0.0,0.0,-2.2,-1.194,5
MMSYN1_0011,ISO_035928,25,14,15,204741.8485,-12.375,-13.381,0.0,0.0,-2.2,-1.194,5
MMSYN1_0011,ISO_035934,35,14,15,204741.8485,-12.375,-13.381,0.0,0.0,-2.2,-1.194,5
MMSYN1_0012,ISO_036005,27,14,15,6296.4818,-3.6711,-5.081,0.0,0.0039,-2.6,-1.194,4
MMSYN1_0012,ISO_036009,11,14,15,6296.4818,-3.6711,-5.081,0.0,0.0039,-2.6,-1.194,4
MMSYN1_0012,ISO_036014,21,14,15,6296.4818,-3.6711,-5.081,0.0,0.0039,-2.6,-1.194,4
MMSYN1_0012,ISO_036015,10,14,15,6296.4818,-3.6711,-5.081,0.0,0.0039,-2.6,-1.194,4
MMSYN1_0012,ISO_036017,332,14,15,6296.4818,-3.6711,-5.081,0.0,0.0039,-2.6,-1.194,4
MMSYN1_0013,ISO_000773,31,30,31,3594.9625,-2.2701,-6.281,-0.1,1.4049,-3.7,-1.194,8
MMSYN1_0013,ISO_000783,38,30,31,3594.9625,-2.2701,-6.281,-0.1,1.4049,-3.7,-1.194,8
MMSYN1_0013,ISO_000790,13,26,27,3594.9625,-2.2701,-6.181,0.0,1.4049,-3.7,-1.194,8
MMSYN1_0013,ISO_000793,86,26,27,3594.9625,-2.2701,-6.181,0.0,1.4049,-3.7,-1.194,8
MMSYN1_0015,ISO_000924,74,30,31,2949.0516,-1.775,-6.281,-0.9,0.0,-4.8,-1.194,5
MMSYN1_0015,ISO_000936,521,30,31,2949.0516,-1.775,-6.281,-0.9,0.0,-4.8,-1.194,5
MMSYN1_0015,ISO_000940,12,30,31,2949.0516,-1.775,-6.281,-0.9,0.0,-4.8,-1.194,5
MMSYN1_0015,ISO_000949,10,30,31,2949.0516,-1.775,-6.281,-0.9,0.0,-4.8,-1.194,5
MMSYN1_0913,ISO_001263,10,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001264,18,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001265,15,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001266,7561,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001267,10,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001270,18,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001271,12,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001272,11,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001279,13,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001286,16,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001289,10,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001310,30,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001314,50,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001316,38,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001318,46,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001321,86,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001325,11,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001327,20,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001329,11,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001348,18,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001349,19781,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001350,21,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001351,32,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001355,18,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001356,22,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001361,30,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001380,32,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001383,119,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001403,24,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001404,12,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001413,11,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001415,33,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001416,15,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001432,222,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001438,356,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001442,48,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001443,24,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001445,14,30,31,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001447,46,23,24,198.1193,4.9755,0.719,0.0,0.0,-4.3,-0.0435,5
MMSYN1_0913,ISO_001449,16,18,19,346.8542,3.5755,0.719,0.0,0.0,-2.9,-0.0435,5
MMSYN1_0915,ISO_001310,30,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001380,32,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001383,119,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001486,11,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001547,17,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001678,13,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001679,94,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001686,11,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001690,11,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001703,18,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001707,17,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001712,14,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001721,13,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001730,13,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001731,135,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001745,17,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001756,18,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001768,15,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001773,17,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001777,22,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001781,13,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001784,10,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001786,16,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001790,15,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001792,35,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001793,15,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001795,16,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001802,13,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001834,12,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001840,30,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001906,11,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001908,25,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001909,598,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001915,4141,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001917,57,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001919,31,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001923,12,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001925,100,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001929,10,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001931,26,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001933,11,30,31,2689.7327,-1.5449,-8.381,0.0,2.1301,-5.9,-1.194,9
MMSYN1_0915,ISO_001936,56,21,22,4901.1973,-3.0449,-8.381,0.0,2.1301,-4.4,-1.194,9
MMSYN1_0921,ISO_001917,57,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002102,11,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002181,17,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002202,20,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002334,10,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002573,14,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002598,11,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002623,16,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002650,15,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002661,13,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002679,24,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002706,18,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002717,18,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002727,17,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002757,14,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002760,13,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0921,ISO_002799,10,30,31,4506.7026,-2.8351,-9.981,0.0,0.3399,-8.0,-1.194,6
MMSYN1_0020,ISO_036231,107,30,31,17815.2769,-6.2711,-6.481,0.0,0.0039,-1.4,-1.194,4
MMSYN1_0020,ISO_036232,16,30,31,17815.2769,-6.2711,-6.481,0.0,0.0039,-1.4,-1.194,4
MMSYN1_0020,ISO_036234,108,30,31,17815.2769,-6.2711,-6.481,0.0,0.0039,-1.4,-1.194,4
MMSYN1_0020,ISO_036254,139,30,31,17815.2769,-6.2711,-6.481,0.0,0.0039,-1.4,-1.194,4
MMSYN1_0025,ISO_036360,10,30,31,2679.2398,-1.5351,-6.181,0.0,0.3399,-5.5,-1.194,6
MMSYN1_0025,ISO_036374,14,30,31,2679.2398,-1.5351,-6.181,0.0,0.3399,-5.5,-1.194,6
MMSYN1_0025,ISO_036377,14,30,31,2679.2398,-1.5351,-6.181,0.0,0.3399,-5.5,-1.194,6
MMSYN1_0025,ISO_036380,17,30,31,2679.2398,-1.5351,-6.181,0.0,0.3399,-5.5,-1.194,6
MMSYN1_0025,ISO_036382,2476,30,31,2679.2398,-1.5351,-6.181,0.0,0.3399,-5.5,-1.194,6
MMSYN1_0025,ISO_036403,10,30,31,2679.2398,-1.5351,-6.181,0.0,0.3399,-5.5,-1.194,6
MMSYN1_0025,ISO_036383,40,30,31,2679.2398,-1.5351,-6.181,0.0,0.3399,-5.5,-1.194,6
MMSYN1_0026,ISO_036360,10,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036374,14,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036377,14,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036380,17,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036382,2476,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036403,10,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036383,40,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036385,18,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036386,158,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036387,140,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036407,15,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036388,956,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036376,12,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036350,11,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036352,14,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036359,18,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036361,22,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036381,122,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036396,56,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036375,66,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036408,591,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036389,29299,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036344,10,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036354,14,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
MMSYN1_0026,ISO_036363,18,30,31,13464.2599,-5.5711,-5.081,0.0,0.0039,-0.7,-1.194,4
