locus_tag,gene_name,gene_product,essentiality,protein_length,exp_ptn_cnt_2019,localization,protein_mw_Da,iBAQ_rep1,iBAQ_rep2,iBAQ_rep3,iPM_rep1,iPM_rep2,iPM_rep3,iPM_mean,iPM_CV,copy_number_2026
JCVISYN3A_0065,trxA,Thioredoxin,Essential,102,426,cytoplasm,11519.32849999999,14957913.0,5641714.1,27217983.0,1460.806748263333,555.7738568530688,2540.418405342932,1518.9996701531115,0.6541154689664915,152.44821236667661
JCVISYN3A_0066,dumP,dUMP phosphatase ,Quasiessential,280,371,cytoplasm,32163.470600000008,55831964.1,57195093.4,57500325.8,5452.6129364488315,5634.375845452625,5366.851980748722,5484.6135875500595,0.024906523395733397,550.440894341809
JCVISYN3A_0076,asnRS,Asparagine--tRNA ligase,Essential,454,736,cytoplasm,52480.05419999995,26192999.8,28079777.0,25869384.4,2558.038067549941,2766.181640233079,2414.545569546844,2579.5884257766215,0.06854031821830274,258.8898812017362
JCVISYN3A_0077,,Low specificity hydrolase ,Quasiessential,279,-,cytoplasm,31605.25,2183215.1,2290837.5,2481432.6,213.21526278367895,225.67389453475525,231.60706098824318,223.4987394355591,0.04199958532127903,22.430540284266332
JCVISYN3A_0079,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit D,Essential,318,38,cytoplasm,35060.07979999999,3027767.7,2865826.4,2996157.3,295.6952275584001,282.3169276513578,279.6494196584142,285.88719162272406,0.030075099118293095,28.691903071329012
JCVISYN3A_0080,,Uncharacterized protein,Nonessential,73,26,cytoplasm,8317.373099999997,4965716.4,5208094.9,5520334.3,484.95749554646466,513.057368403301,515.2460731335563,504.42031236110734,0.03348553211941275,50.62408926865687
JCVISYN3A_0081,mnmE; trmE,tRNA uridine(34) 5-carboxymethylaminomethyl synthesis GTPase,Quasiessential,452,152,cytoplasm,50427.43399999994,4618948.0,4262310.1,4512944.7,451.0917003112283,419.88666589481886,421.2203298890604,430.7328986983692,0.04096238081128848,43.22875225342503
JCVISYN3A_0082,rpsT,30S ribosomal protein S20,Quasiessential,81,190,cytoplasm,8954.307299999997,11160561.0,12087968.5,10611932.1,1089.953045134343,1190.8042051906536,990.475584582791,1090.4109449692626,0.09185995036471739,109.43465135108751
JCVISYN3A_0094,,Uncharacterized protein,Nonessential,238,-,trans-membrane,27421.351000000035,54798.1,26052.2,32117.1,5.351644595874368,2.5664419388971726,2.997682523581541,3.638589686117694,0.4120102929539944,0.3651722275414039
JCVISYN3A_0095,secA,Preprotein translocase subunit A,Essential,944,573,peripheral membrane,107629.73440000067,37025709.4,36651335.3,37728737.6,3615.9727731239727,3610.578915811424,3521.450484019845,3582.667390985081,0.01481687908458374,359.55981425921453
JCVISYN3A_0097,yycJ,Flap endonuclease and 5' exonuclease ,Quasiessential,303,71,cytoplasm,35419.7463,2113933.2,2015560.9,2055194.8,206.4491138528418,198.55597700621558,191.8237180354285,198.94293629816198,0.036796342990166056,19.96609716088706
JCVISYN3A_0105,xseB,Exodeoxyribonuclease VII small subunit,Nonessential,71,7,cytoplasm,8408.406099999998,4126669.2,1368665.6,3790256.0,403.0151943797541,134.82933480342783,353.76743762980084,297.20398893766094,0.48034424004719073,29.827667320839502
JCVISYN3A_0106,xseA,Exodeoxyribonuclease VII large subunit,Nonessential,469,15,cytoplasm,54419.95159999988,418821.1,400307.9,446142.3,40.90254363660707,39.434941503284,41.64114990894174,40.659545016277605,0.02761954852724716,4.080629558496971
JCVISYN3A_0107,nusB,Transcription antitermination factor,Quasiessential,132,18,cytoplasm,15563.905999999992,1735426.4,1891666.7,2010621.0,169.48371047714627,186.3509704859941,187.66337662011955,181.16601919441996,0.055962120260082286,18.181989312079626
JCVISYN3A_0108,,Uncharacterized lipoprotein,Quasiessential,370,69,lipoprotein,41594.36180000007,3141066.0,3480093.1,3225938.4,306.7600680349267,342.8292767254463,301.09627468951425,316.8952064832958,0.07143495459958414,31.803896133221524
JCVISYN3A_0109,nfo,Deoxyribonuclease IV,Quasiessential,289,22,cytoplasm,33129.640800000016,808337.2,814363.4,775701.3,78.94312773662259,80.22418004095215,72.40087774205897,77.18939517321122,0.054361778186932934,7.746799119867422
JCVISYN3A_0113,bcsA,Glycolipid synthase A,Essential,449,79,trans-membrane,48693.95679999999,975687.9,984799.5,1018610.3,95.28678690127963,97.01410008386877,95.07303880643491,95.79130859719443,0.011111110775287515,9.613704362710616
JCVISYN3A_0114,bcsB; cps,Glycolipid synthase B,Essential,306,43,peripheral membrane,35820.49470000001,1021464.1,1093091.4,1053324.1,99.7573425108658,107.68210024519328,98.31308699220214,101.91750991608707,0.049493347826651136,10.22853559540563
JCVISYN3A_0115,galU; gtaB,UTP--glucose-1-phosphate uridylyltransferase,Essential,290,336,cytoplasm,33067.707000000024,38385836.6,39182737.3,38851401.6,3748.8043380793592,3859.951185984698,3626.2354818139843,3744.9970019593475,0.031216142552135846,375.85136421373863
JCVISYN3A_0116,,Uncharacterized protein,Quasiessential,146,62,trans-membrane,17491.492700000003,2519608.3,2529753.8,2671399.7,246.06780421976677,249.20990347857338,249.33783542695235,248.20518104176415,0.007462082487774223,24.910101623754965
JCVISYN3A_0117,plsY,Acyl-phosphate glycerol 3-phosphate acyltransferase,Essential,253,1,trans-membrane,28543.834200000052,759433.6,764860.9,650186.6,74.16714669606093,75.34761329878614,60.68583427167776,70.06686475550828,0.11625499570374469,7.031975376952031
JCVISYN3A_0126,gluRS,Glutamate--tRNA ligase,Essential,483,138,cytoplasm,56388.491299999965,5282307.1,5483012.1,5289333.7,515.876102373327,540.1398808899309,493.6853948171189,516.5671260267923,0.04497953889502946,51.84315472710963
JCVISYN3A_0127,,Uncharacterized phosphohydrolase,Nonessential,404,52,cytoplasm,47942.851999999955,2277862.7,2424340.0,2411901.3,222.45865474530683,238.8254293359475,225.11728567067382,228.80045658397603,0.03838742231181804,22.962625522749924
JCVISYN3A_0128,rpoE,DNA-directed RNA polymerase subunit delta,Quasiessential,142,22,cytoplasm,16713.755699999987,10794774.1,8800418.8,11222475.7,1054.2298816190632,866.9426723339728,1047.4612987227526,989.5446175585963,0.10735273517770787,99.31161340454337
JCVISYN3A_0129,pyrG,CTP synthase,Essential,532,306,cytoplasm,59650.81220000003,33323094.9,32402251.3,37195065.1,3254.3712416925714,3191.9951731909564,3471.6396129709005,3306.0020092848094,0.04440338132677776,331.79342056427765
JCVISYN3A_0131,fbaA,"Fructose-1,6-bisphosphate aldolase",Essential,297,227,cytoplasm,32786.4369,21522978.2,22645695.3,21834239.6,2101.958461537021,2230.8619676421413,2037.921184185746,2123.580537788303,0.046276046565440834,213.1245076372273
JCVISYN3A_0132,ietA,Toxin-antitoxin AAA ATPase,Essential,353,93,peripheral membrane,41351.24989999997,8374208.4,8775085.8,8826563.1,817.8346900455625,864.4470798835049,823.83633479236,835.3727015738092,0.0303545195661129,83.83877726715488
JCVISYN3A_0133,ietS,Toxin-antitoxin serine protease,Nonessential,757,88,peripheral membrane,87117.68690000057,3078508.8,3288645.1,3331868.3,300.65066093298276,323.96944238063145,310.98335073170796,311.8678180151074,0.03746627077781559,31.29934277491111
JCVISYN3A_0137,rpmE,50S ribosomal protein L31,Essential,92,44,cytoplasm,10444.746299999992,14915072.6,18597391.1,17215867.6,1456.622906211417,1832.0573492109313,1606.8606889418313,1631.8469814547268,0.11579534881217461,163.77367294204535
JCVISYN3A_0138,,Uncharacterized protein,Quasiessential,632,108,cytoplasm,75480.42150000036,5349029.4,5501861.5,5153755.1,522.3922778651653,541.9967640200715,481.03102690122194,515.1400229288196,0.06041691204067346,51.69992933975523
JCVISYN3A_0139,ytqI; orn,NanoRNAse,Quasiessential,316,187,cytoplasm,36092.478300000024,6140798.7,6410502.4,6365314.4,599.7173656971199,631.5083643132241,594.113158846282,608.446296285542,0.03314663180522317,61.064233266427586
JCVISYN3A_0140,tdk,Thymidine kinase,Essential,209,202,cytoplasm,23942.285600000032,7074843.6,6234230.7,7141966.4,690.937249988528,614.143570417864,666.6027711495302,657.2278638519741,0.05971416741114244,65.95999652304319
JCVISYN3A_0141,prfA,Peptide chain release factor 1,Essential,364,330,cytoplasm,41294.127100000034,19035509.0,17774103.9,16959303.5,1859.0293982741719,1750.9540720275365,1582.9140150905673,1730.9658284640918,0.08038210954207127,173.72133213864063
JCVISYN3A_0142,prmC,"Protein-(glutamine-N5) methyltransferase, release factor-specific",Quasiessential,282,17,cytoplasm,33024.93290000002,1210861.9,1090190.1,1045412.5,118.2541464664864,107.39628875912601,97.57464967832362,107.74169496797867,0.0960080908248414,10.813056196100757
JCVISYN3A_0143,,Uncharacterized protein,Essential,490,40,trans-membrane,57465.366999999955,432408.7,389869.4,414713.7,42.22952406313468,38.40662895466323,38.70772924018165,39.78129408599319,0.05343133513043354,3.9924874825228964
JCVISYN3A_0144,tsaC,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit,Essential,166,55,cytoplasm,19055.951900000004,2551472.0,2578395.4,2491905.9,249.1796493003364,254.00166164928686,232.58459720335057,245.25530271765794,0.04580900957960133,24.61404910574233
JCVISYN3A_0145,,Uncharacterized acetyltransferase,Essential,304,165,cytoplasm,35439.52900000004,14715767.2,13556293.6,14102384.5,1437.1585148029817,1335.4511492712065,1316.2605452072949,1362.9567364271609,0.04767066506592071,136.7875991576065
JCVISYN3A_0146,ywnG-like,Uncharacterized protein,Essential,235,28,cytoplasm,28901.77790000004,799310.4,942988.4,839753.0,78.061560210777,92.89522488133603,78.37920896423306,83.11199801878202,0.10195894349383296,8.341197021398271
JCVISYN3A_0147,clsA,Cardiolipin synthase,Essential,509,15,trans-membrane,59892.14660000005,1026337.8,961150.9,1013431.1,100.23331358042684,94.68444044528917,94.5896328536517,96.50246229312256,0.03348473851828786,9.685076405636254
JCVISYN3A_0148,rpsL,30S ribosomal protein S12,Essential,139,122,cytoplasm,15489.163499999997,31797335.7,39309621.0,45817326.2,3105.3638677638114,3872.450692707449,4276.40721070628,3751.40725705918,0.15856217375366005,376.49470334671247
JCVISYN3A_0149,rpsG,30S ribosomal protein S7,Essential,155,498,cytoplasm,17910.63409999999,147001924.4,182052170.1,157576848.1,14356.374660770947,17934.236817308396,14707.597001922126,15666.069493333824,0.12588510987719162,1572.2612295433464
JCVISYN3A_0150,fusA,Translation elongation factor G,Essential,689,672,cytoplasm,76153.92410000031,52971541.3,51115489.4,55142438.6,5173.26080162051,5035.464786982054,5146.776156592226,5118.500581731597,0.014285476463672984,513.6974543280338
JCVISYN3A_0151,tuf,Translation elongation factor Tu,Essential,395,542,cytoplasm,43303.694500000034,515032479.2,520245391.5,541976630.9,50298.65604848448,51250.16663712003,50585.94563763644,50711.589441080316,0.009623832219674073,5089.4620377279425
JCVISYN3A_0163,alaRS,Alanine--tRNA ligase,Essential,896,431,cytoplasm,103846.6842000007,29721058.3,28674996.8,28398591.4,2902.592262046714,2824.817650150936,2650.611703239491,2792.67387181238,0.04620265235597286,280.2753337253914
JCVISYN3A_0164,,Uncharacterized protein,Quasiessential,164,9,trans-membrane,19471.02260000001,6740053.0,6004944.4,6630234.2,658.2412202860469,591.5562274550986,618.8397205411646,622.8790560941034,0.0538234526035341,62.51271839487466
JCVISYN3A_0165,amiC,Oligopeptide ABC transporter permease,Quasiessential,414,59,trans-membrane,46301.84610000007,3216832.5,3642147.8,3091278.1,314.1595103563451,358.7935322768162,288.5276172475208,320.49355329356075,0.11094953426121096,32.16502954850721
JCVISYN3A_0166,oppC,Oligopeptide ABC transporter permease,Quasiessential,336,64,trans-membrane,37982.62850000005,2879813.8,2452393.1,2692749.2,281.2458818808394,241.58898298424117,251.33051294258124,258.05512593588725,0.08008358585400982,25.898651207092257
JCVISYN3A_0167,amiE,Oligopeptide ABC transporter ATP-binding protein,Quasiessential,566,242,peripheral membrane,65346.75520000018,10657019.2,11426100.4,11005370.9,1040.7765818488117,1125.6025696336494,1027.1975991749835,1064.5255835524815,0.05009573369522123,106.83677252860176
JCVISYN3A_0168,amiF,Oligopeptide ABC transporter ATP-binding protein,Quasiessential,622,241,peripheral membrane,72266.42450000018,16836259.3,17618519.6,17337063.8,1644.2481782686732,1735.6272254443709,1618.1726607781582,1666.0160214970674,0.03702172584840196,167.20290941595132
JCVISYN3A_0169,amiA,Oligopeptide ABC transporter substrate-binding protein,Quasiessential,1033,314,lipoprotein,118300.25560000095,13061495.2,13692353.5,12771655.0,1275.6004350720007,1348.8546174451865,1192.0555402172927,1272.17019757816,0.06167083629046501,127.67617811753944
JCVISYN3A_0195,potC,Spermidine/putrescine ABC transporter permease,Quasiessential,1036,182,trans-membrane,119674.8321000006,7362305.5,7425540.6,8092767.0,719.011105170638,731.5013248333605,755.3467219430589,735.2863839823525,0.025107435692120452,73.79402182777874
JCVISYN3A_0196,potB,Spermidine/putrescine ABC transporter permease,Quasiessential,330,19,trans-membrane,37238.352700000025,3963752.4,5832348.9,4049219.3,387.104554917854,574.5535816261503,377.93804327785136,446.5320599406186,0.24850306001689224,44.81437069403406
JCVISYN3A_0197,potA,Spermidine/putrescine ABC transporter ATP-binding protein,Quasiessential,351,208,peripheral membrane,40063.70459999998,23788452.5,23353601.7,22657120.5,2323.207251087886,2300.598906318096,2114.725618363148,2246.17725858971,0.05093112113914135,225.4284279707368
JCVISYN3A_0198,rplT,50S ribosomal protein L20,Essential,119,325,cytoplasm,13962.335399999985,55866471.1,75887482.4,64795517.1,5455.98292920533,7475.791582618015,6047.756155353344,6326.5102223922295,0.16412787718922675,634.9344195881132
JCVISYN3A_0199,rpmI,50S ribosomal protein L35,Essential,63,-,cytoplasm,7112.535200000002,,,,,,,,,
JCVISYN3A_0200,infC,Translation initiation factor IF-3,Essential,181,154,cytoplasm,21025.007899999993,24160893.3,24287287.3,27631346.1,2359.5802420237605,2392.5776981892,2579.000074944592,2443.7193383858507,0.048414961937258354,245.25393387692407
JCVISYN3A_0201,def,Peptide deformylase,Essential,200,156,cytoplasm,23299.25060000001,8372804.4,7723279.9,9273779.6,817.6975738132004,760.8320771835607,865.5777462618671,814.702465752876,0.06436340776728831,81.76429327481716
JCVISYN3A_0202,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase,Quasiessential,185,125,cytoplasm,21842.220200000014,4718889.6,4336108.5,4937923.9,460.8521103171051,427.1566587853813,460.8862001178689,449.6316564067851,0.04328860318451717,45.12544906331213
JCVISYN3A_0203,gmk,Guanylate kinase,Essential,297,186,cytoplasm,34241.86800000006,6011052.0,6417692.4,6544423.3,587.0461558214575,632.2166621744669,610.8304720329617,610.0310966762954,0.03704050600669302,61.22328529999651
JCVISYN3A_0213,eno,Phosphopyruvate hydratase,Essential,451,998,cytoplasm,49506.99110000001,81088668.7,80084133.3,84427851.9,7919.211352857161,7889.21006062258,7880.1602929330675,7896.193902137602,0.0025886919246093684,792.4693260533717
JCVISYN3A_0214,pgpA,Phosphatidylglycerophosphatase,Quasiessential,273,-,trans-membrane,31856.169100000065,289630.6,149660.9,246737.0,28.28565288376514,14.743323418870414,23.029451377021545,22.019475893219035,0.31006293655048184,2.209894974390621
JCVISYN3A_0215,yrrK; yqgF,Pre-16S rRNA nuclease ,Essential,143,49,cytoplasm,16512.905199999994,2797851.8,2714530.6,3228823.6,273.24138000272586,267.4125477410624,301.3655677955866,280.6731651797916,0.06468587930143156,28.168618553184572
JCVISYN3A_0216,hptA,Hypoxanthine phosphoribosyltransferase,Quasiessential,190,439,cytoplasm,21880.16780000001,33448262.1,35244619.0,37333707.4,3266.5952124043433,3472.001148542239,3484.579934473749,3407.725431806777,0.035913712073017474,342.0024773692281
JCVISYN3A_0218,glpK,Glycerol kinase,Essential,505,396,cytoplasm,57133.37870000008,55256343.2,56556568.1,59481005.6,5396.3971465079885,5571.473744710004,5551.720764707143,5506.530551975045,0.0174135639745895,552.6405011703979
JCVISYN3A_0220,pfkA,6-Phosphofructokinase,Essential,326,458,cytoplasm,35185.09819999999,20491930.6,21992353.9,21475057.9,2001.2651835469223,2166.500310301195,2004.3965912156357,2057.3873616879177,0.045935713184121985,206.48129923787383
JCVISYN3A_0221,pyk,Pyruvate kinase,Essential,478,551,cytoplasm,53621.937000000034,20805088.2,21191071.2,23993299.2,2031.848509934096,2087.5647299589295,2239.4392300333147,2119.6174899754465,0.05068983503473911,212.72677249187817
JCVISYN3A_0222,thrRS,Threonine--tRNA ligase,Essential,639,303,cytoplasm,74600.51450000031,16009782.7,16331266.0,16275038.3,1563.533536155048,1608.8179108745317,1519.0474196776868,1563.7996222357554,0.028703061747651526,156.94437700930845
JCVISYN3A_0227,pdhC,Branched-chain alpha-keto acid dehydrogenase subunit E2,Nonessential,441,182,cytoplasm,46977.701900000044,67700368.3,67921267.8,74002070.4,6611.694751303409,6691.027637780537,6907.059265840654,6736.593884974866,0.02269151750730249,676.0907953990447
JCVISYN3A_0228,lpdA,Dihydrolipoyl dehydrogenase,Nonessential,629,182,cytoplasm,67868.3159000002,43976235.8,46045315.7,45007389.9,4294.769064364767,4535.994246253307,4200.810974068342,4343.858094895472,0.03980322362977238,435.95361760321043
JCVISYN3A_0229,pta,Phosphate acetyltransferase,Essential,322,301,cytoplasm,35639.61370000002,16314816.0,13935090.7,15388652.2,1593.3234341899567,1372.7670290730132,1436.3156624170497,1467.4687085600065,0.07736482759042276,147.27651738163897
JCVISYN3A_0230,ackA,Acetate kinase,Essential,393,-,cytoplasm,44052.303600000014,38019221.5,36235357.5,41261410.5,3713.000291612767,3569.600308570186,3851.176138386526,3711.2589128564928,0.03793752875375352,372.46537837486125
JCVISYN3A_0233,ptsI,ptsI: Phosphoenolpyruvate--protein phosphotransferase,Essential,573,353,cytoplasm,64495.518000000244,24064120.6,22501829.4,25376279.6,2350.129310385927,2216.689518507819,2368.521126454094,2311.7799851159466,0.03584364076649974,232.01237830450918
JCVISYN3A_0234,crr,PTS glucose transporter subunit IIA,Essential,154,314,cytoplasm,16879.250799999998,18092456.0,8718134.5,20438672.5,1766.9297727201267,858.8367204975522,1907.6644951896853,1511.1436628024549,0.37672135900046333,151.6597762001129
JCVISYN3A_0235,,Uncharacterized protein,Quasiessential,60,-,trans-membrane,11074.537499999988,1367145.5,1786914.3,1694664.8,133.51698009326893,176.0316518656806,158.17328009966053,155.90730401953667,0.13692574578216118,15.647001286241629
JCVISYN3A_0238,rpsD,30S ribosomal protein S4,Essential,208,172,cytoplasm,23845.38120000003,104432296.2,137737057.8,130197775.2,10198.976489941828,13568.687545705312,12152.143105269099,11973.269046972078,0.14131160845446017,1201.6483599447847
JCVISYN3A_0239,-/ezrA,Uncharacterized protein/FtsZ filament regulator,Nonessential,595,55,trans-membrane,71208.19530000008,876004.6,879225.5,827203.0,85.55160276635662,86.613844395016,77.20784182115513,83.12442966084258,0.06197177633145762,8.342444672497972
JCVISYN3A_0240,thiI,tRNA 4-thiouridine(8) synthase,Quasiessential,395,96,cytoplasm,45502.56199999999,5759522.0,5511102.3,5935536.4,562.4814507459115,542.907089315784,553.9993876894893,553.1293092503948,0.017746562821554422,55.51256926496747
JCVISYN3A_0247,ysxC; yihA,Ribosome biogenesis GTP-binding protein,Essential,196,63,cytoplasm,22680.094300000026,8039433.2,8512914.9,8103511.1,785.1401643245474,838.620224841765,756.3495335543691,793.3699742402272,0.05262137810947613,79.62334468849994
