isoform_id	chrom	strand	start0	end0	n_reads	pos5p_0	pos3p_0	intragenic_5p	intragenic_3p	category
ISO_000227	CP002027.1	+	5465	7039	13	5465	7038	False	True	3p_intragenic_only
ISO_000228	CP002027.1	+	5465	7058	13	5465	7057	False	True	3p_intragenic_only
ISO_000230	CP002027.1	+	5465	7114	25	5465	7113	False	True	3p_intragenic_only
ISO_000231	CP002027.1	+	5465	7155	16	5465	7154	False	True	3p_intragenic_only
ISO_000232	CP002027.1	+	5465	7175	21	5465	7174	False	True	3p_intragenic_only
ISO_000234	CP002027.1	+	5465	7248	14	5465	7247	False	True	3p_intragenic_only
ISO_000235	CP002027.1	+	5465	7275	12	5465	7274	False	True	3p_intragenic_only
ISO_000236	CP002027.1	+	5465	7304	10	5465	7303	False	True	3p_intragenic_only
ISO_000237	CP002027.1	+	5465	7337	12	5465	7336	False	True	3p_intragenic_only
ISO_000238	CP002027.1	+	5465	7367	16	5465	7366	False	True	3p_intragenic_only
ISO_000239	CP002027.1	+	5465	7394	17	5465	7393	False	True	3p_intragenic_only
ISO_000240	CP002027.1	+	5465	7426	24	5465	7425	False	False	unprocessed
ISO_000242	CP002027.1	+	5465	7489	12	5465	7488	False	True	3p_intragenic_only
ISO_000243	CP002027.1	+	5465	7513	12	5465	7512	False	True	3p_intragenic_only
ISO_000244	CP002027.1	+	5465	7544	10	5465	7543	False	True	3p_intragenic_only
ISO_000246	CP002027.1	+	5465	7607	19	5465	7606	False	True	3p_intragenic_only
ISO_000247	CP002027.1	+	5465	7623	13	5465	7622	False	True	3p_intragenic_only
ISO_000248	CP002027.1	+	5465	7665	29	5465	7664	False	True	3p_intragenic_only
ISO_000249	CP002027.1	+	5465	7692	12	5465	7691	False	True	3p_intragenic_only
ISO_000250	CP002027.1	+	5465	7725	20	5465	7724	False	True	3p_intragenic_only
ISO_000251	CP002027.1	+	5465	7765	12	5465	7764	False	True	3p_intragenic_only
ISO_000252	CP002027.1	+	5465	7787	14	5465	7786	False	True	3p_intragenic_only
ISO_000253	CP002027.1	+	5465	7813	10	5465	7812	False	True	3p_intragenic_only
ISO_000254	CP002027.1	+	5465	7850	12	5465	7849	False	True	3p_intragenic_only
ISO_000263	CP002027.1	+	5465	8147	18	5465	8146	False	True	3p_intragenic_only
ISO_000265	CP002027.1	+	5465	8212	146	5465	8211	False	True	3p_intragenic_only
ISO_000267	CP002027.1	+	5465	8294	12	5465	8293	False	True	3p_intragenic_only
ISO_000269	CP002027.1	+	5465	8354	13	5465	8353	False	True	3p_intragenic_only
ISO_000270	CP002027.1	+	5465	8391	15	5465	8390	False	True	3p_intragenic_only
ISO_000288	CP002027.1	+	5465	9020	12	5465	9019	False	True	3p_intragenic_only
ISO_000308	CP002027.1	+	5466	9976	21	5466	9975	False	False	unprocessed
ISO_000317	CP002027.1	+	5502	6670	21	5502	6669	False	True	3p_intragenic_only
ISO_000319	CP002027.1	+	5502	8210	29	5502	8209	False	True	3p_intragenic_only
ISO_000321	CP002027.1	+	5502	9976	11	5502	9975	False	False	unprocessed
ISO_000322	CP002027.1	+	5503	6196	13	5503	6195	False	True	3p_intragenic_only
ISO_000324	CP002027.1	+	5503	8224	17	5503	8223	False	True	3p_intragenic_only
ISO_000372	CP002027.1	+	5858	8224	10	5858	8223	True	True	both_intragenic
ISO_000373	CP002027.1	+	5858	9976	13	5858	9975	True	False	5p_intragenic_only
ISO_000375	CP002027.1	+	5859	8210	12	5859	8209	True	True	both_intragenic
ISO_000384	CP002027.1	+	5898	8224	10	5898	8223	True	True	both_intragenic
ISO_000388	CP002027.1	+	5952	8211	11	5952	8210	True	True	both_intragenic
ISO_035510	CP002027.1	-	6113	7099	30	7098	6113	False	False	unprocessed
ISO_000406	CP002027.1	+	6275	8211	13	6275	8210	True	True	both_intragenic
ISO_000414	CP002027.1	+	6345	8211	17	6345	8210	True	True	both_intragenic
ISO_000437	CP002027.1	+	6469	8211	22	6469	8210	True	True	both_intragenic
ISO_000440	CP002027.1	+	6497	8224	12	6497	8223	True	True	both_intragenic
ISO_000460	CP002027.1	+	6573	8224	51	6573	8223	True	True	both_intragenic
ISO_000465	CP002027.1	+	6573	9976	35	6573	9975	True	False	5p_intragenic_only
ISO_000485	CP002027.1	+	6724	9976	13	6724	9975	True	False	5p_intragenic_only
ISO_000487	CP002027.1	+	6727	8213	23	6727	8212	True	True	both_intragenic
ISO_000499	CP002027.1	+	6785	8210	22	6785	8209	True	True	both_intragenic
ISO_000503	CP002027.1	+	6786	8225	12	6786	8224	True	True	both_intragenic
ISO_000537	CP002027.1	+	7101	9977	11	7101	9976	True	False	5p_intragenic_only
ISO_000555	CP002027.1	+	7207	9978	11	7207	9977	True	False	5p_intragenic_only
ISO_000568	CP002027.1	+	7238	8224	71	7238	8223	True	True	both_intragenic
ISO_000569	CP002027.1	+	7238	8854	17	7238	8853	True	True	both_intragenic
ISO_000573	CP002027.1	+	7238	9931	21	7238	9930	True	True	both_intragenic
ISO_000574	CP002027.1	+	7238	9976	143	7238	9975	True	False	5p_intragenic_only
ISO_000585	CP002027.1	+	7274	9976	14	7274	9975	True	False	5p_intragenic_only
ISO_000598	CP002027.1	+	7346	8211	13	7346	8210	True	True	both_intragenic
ISO_000601	CP002027.1	+	7348	9976	17	7348	9975	True	False	5p_intragenic_only
ISO_000611	CP002027.1	+	7423	9977	26	7423	9976	False	False	unprocessed
ISO_000615	CP002027.1	+	7450	9977	11	7450	9976	True	False	5p_intragenic_only
ISO_000618	CP002027.1	+	7484	9976	22	7484	9975	True	False	5p_intragenic_only
ISO_000625	CP002027.1	+	7570	9976	16	7570	9975	True	False	5p_intragenic_only
ISO_000633	CP002027.1	+	7647	9977	10	7647	9976	True	False	5p_intragenic_only
ISO_000638	CP002027.1	+	7688	9976	24	7688	9975	True	False	5p_intragenic_only
ISO_000643	CP002027.1	+	7711	9976	23	7711	9975	True	False	5p_intragenic_only
ISO_000647	CP002027.1	+	7772	9976	10	7772	9975	True	False	5p_intragenic_only
ISO_000649	CP002027.1	+	7792	9977	13	7792	9976	True	False	5p_intragenic_only
ISO_000653	CP002027.1	+	7812	9976	25	7812	9975	True	False	5p_intragenic_only
ISO_000659	CP002027.1	+	7852	9977	13	7852	9976	True	False	5p_intragenic_only
ISO_000660	CP002027.1	+	7895	9976	11	7895	9975	True	False	5p_intragenic_only
ISO_000668	CP002027.1	+	7992	9976	21	7992	9975	True	False	5p_intragenic_only
ISO_000670	CP002027.1	+	8019	9977	31	8019	9976	True	False	5p_intragenic_only
ISO_000678	CP002027.1	+	8118	9928	10	8118	9927	True	True	both_intragenic
ISO_000679	CP002027.1	+	8118	9977	38	8118	9976	True	False	5p_intragenic_only
ISO_000681	CP002027.1	+	8135	9977	12	8135	9976	True	False	5p_intragenic_only
ISO_000686	CP002027.1	+	8186	9976	19	8186	9975	True	False	5p_intragenic_only
ISO_000692	CP002027.1	+	8252	9976	10	8252	9975	True	False	5p_intragenic_only
ISO_000694	CP002027.1	+	8271	9976	11	8271	9975	True	False	5p_intragenic_only
ISO_000698	CP002027.1	+	8330	9976	11	8330	9975	True	False	5p_intragenic_only
ISO_000700	CP002027.1	+	8349	9977	10	8349	9976	True	False	5p_intragenic_only
ISO_000702	CP002027.1	+	8367	9976	11	8367	9975	True	False	5p_intragenic_only
ISO_000710	CP002027.1	+	8388	9931	19	8388	9930	True	True	both_intragenic
ISO_000711	CP002027.1	+	8388	9976	76	8388	9975	True	False	5p_intragenic_only
ISO_000720	CP002027.1	+	8540	9977	13	8540	9976	True	False	5p_intragenic_only
ISO_000725	CP002027.1	+	8613	9976	13	8613	9975	True	False	5p_intragenic_only
ISO_000726	CP002027.1	+	8631	9977	14	8631	9976	True	False	5p_intragenic_only
ISO_000729	CP002027.1	+	8683	9977	14	8683	9976	True	False	5p_intragenic_only
ISO_000735	CP002027.1	+	8798	9976	13	8798	9975	True	False	5p_intragenic_only
ISO_000740	CP002027.1	+	8911	9976	74	8911	9975	True	False	5p_intragenic_only
ISO_000742	CP002027.1	+	8926	9976	12	8926	9975	True	False	5p_intragenic_only
ISO_000751	CP002027.1	+	9069	9976	17	9069	9975	True	False	5p_intragenic_only
ISO_000754	CP002027.1	+	9099	9978	10	9099	9977	True	False	5p_intragenic_only
ISO_035531	CP002027.1	-	9945	11192	10	11191	9945	True	False	5p_intragenic_only
ISO_035542	CP002027.1	-	9945	11518	11	11517	9945	True	False	5p_intragenic_only
ISO_035545	CP002027.1	-	9945	11608	10	11607	9945	True	False	5p_intragenic_only
ISO_035523	CP002027.1	-	9946	10981	16	10980	9946	True	False	5p_intragenic_only
ISO_035601	CP002027.1	-	11118	12475	10	12474	11118	True	True	both_intragenic
ISO_035571	CP002027.1	-	11119	12117	10	12116	11119	True	True	both_intragenic
ISO_035572	CP002027.1	-	11119	12140	15	12139	11119	True	True	both_intragenic
ISO_035581	CP002027.1	-	11119	12235	16	12234	11119	True	True	both_intragenic
ISO_035583	CP002027.1	-	11119	12255	12	12254	11119	True	True	both_intragenic
ISO_035589	CP002027.1	-	11119	12318	13	12317	11119	True	True	both_intragenic
ISO_035698	CP002027.1	-	11119	13556	21	13555	11119	True	True	both_intragenic
ISO_035605	CP002027.1	-	11120	12506	12	12505	11120	True	True	both_intragenic
ISO_035665	CP002027.1	-	11646	13086	10	13085	11646	True	True	both_intragenic
ISO_035735	CP002027.1	-	11646	14092	13	14091	11646	True	True	both_intragenic
ISO_035739	CP002027.1	-	11646	14122	28	14121	11646	True	True	both_intragenic
ISO_035609	CP002027.1	-	11647	12532	13	12531	11647	True	True	both_intragenic
ISO_035618	CP002027.1	-	11647	12608	10	12607	11647	True	True	both_intragenic
ISO_035620	CP002027.1	-	11647	12634	10	12633	11647	True	True	both_intragenic
ISO_035621	CP002027.1	-	11647	12650	15	12649	11647	True	True	both_intragenic
ISO_035628	CP002027.1	-	11647	12733	18	12732	11647	True	True	both_intragenic
ISO_035630	CP002027.1	-	11647	12744	11	12743	11647	True	True	both_intragenic
ISO_035633	CP002027.1	-	11647	12764	10	12763	11647	True	True	both_intragenic
ISO_035639	CP002027.1	-	11647	12818	28	12817	11647	True	True	both_intragenic
ISO_035641	CP002027.1	-	11647	12823	11	12822	11647	True	True	both_intragenic
ISO_035651	CP002027.1	-	11647	12928	10	12927	11647	True	True	both_intragenic
ISO_035654	CP002027.1	-	11647	12970	16	12969	11647	True	True	both_intragenic
ISO_035656	CP002027.1	-	11647	12994	20	12993	11647	True	True	both_intragenic
ISO_035660	CP002027.1	-	11647	13026	23	13025	11647	True	True	both_intragenic
ISO_035666	CP002027.1	-	11647	13109	23	13108	11647	True	True	both_intragenic
ISO_035668	CP002027.1	-	11647	13121	12	13120	11647	True	True	both_intragenic
ISO_035671	CP002027.1	-	11647	13174	21	13173	11647	True	True	both_intragenic
ISO_035677	CP002027.1	-	11647	13215	11	13214	11647	True	True	both_intragenic
ISO_035679	CP002027.1	-	11647	13238	48	13237	11647	True	True	both_intragenic
ISO_035681	CP002027.1	-	11647	13271	13	13270	11647	True	True	both_intragenic
ISO_035684	CP002027.1	-	11647	13302	13	13301	11647	True	True	both_intragenic
ISO_035685	CP002027.1	-	11647	13348	22	13347	11647	True	True	both_intragenic
ISO_035686	CP002027.1	-	11647	13362	13	13361	11647	True	True	both_intragenic
ISO_035687	CP002027.1	-	11647	13398	25	13397	11647	True	True	both_intragenic
ISO_035690	CP002027.1	-	11647	13445	12	13444	11647	True	True	both_intragenic
ISO_035691	CP002027.1	-	11647	13474	19	13473	11647	True	True	both_intragenic
ISO_035694	CP002027.1	-	11647	13510	10	13509	11647	True	True	both_intragenic
ISO_035697	CP002027.1	-	11647	13553	141	13552	11647	True	True	both_intragenic
ISO_035699	CP002027.1	-	11647	13568	34	13567	11647	True	True	both_intragenic
ISO_035700	CP002027.1	-	11647	13585	26	13584	11647	True	True	both_intragenic
ISO_035706	CP002027.1	-	11647	13622	45	13621	11647	True	True	both_intragenic
ISO_035709	CP002027.1	-	11647	13654	11	13653	11647	True	True	both_intragenic
ISO_035710	CP002027.1	-	11647	13673	27	13672	11647	True	True	both_intragenic
ISO_035712	CP002027.1	-	11647	13687	23	13686	11647	True	True	both_intragenic
ISO_035714	CP002027.1	-	11647	13716	51	13715	11647	True	True	both_intragenic
ISO_035715	CP002027.1	-	11647	13759	43	13758	11647	True	True	both_intragenic
ISO_035717	CP002027.1	-	11647	13794	12	13793	11647	True	True	both_intragenic
ISO_035719	CP002027.1	-	11647	13812	79	13811	11647	True	True	both_intragenic
ISO_035721	CP002027.1	-	11647	13867	13	13866	11647	True	True	both_intragenic
ISO_035722	CP002027.1	-	11647	13892	28	13891	11647	True	True	both_intragenic
ISO_035724	CP002027.1	-	11647	13916	70	13915	11647	True	True	both_intragenic
ISO_035726	CP002027.1	-	11647	13934	43	13933	11647	True	True	both_intragenic
ISO_035728	CP002027.1	-	11647	13971	12	13970	11647	True	True	both_intragenic
ISO_035729	CP002027.1	-	11647	13992	11	13991	11647	True	True	both_intragenic
ISO_035732	CP002027.1	-	11647	14028	20	14027	11647	True	True	both_intragenic
ISO_035733	CP002027.1	-	11647	14051	20	14050	11647	True	True	both_intragenic
ISO_035734	CP002027.1	-	11647	14072	15	14071	11647	True	True	both_intragenic
ISO_035737	CP002027.1	-	11647	14110	36	14109	11647	True	True	both_intragenic
ISO_035741	CP002027.1	-	11647	14172	23	14171	11647	True	True	both_intragenic
ISO_035743	CP002027.1	-	11647	14214	18	14213	11647	True	True	both_intragenic
ISO_035744	CP002027.1	-	11647	14232	29	14231	11647	True	True	both_intragenic
ISO_035745	CP002027.1	-	11647	14248	17	14247	11647	True	True	both_intragenic
ISO_035746	CP002027.1	-	11647	14265	30	14264	11647	True	True	both_intragenic
ISO_035747	CP002027.1	-	11647	14292	17	14291	11647	True	True	both_intragenic
ISO_035751	CP002027.1	-	11647	14388	11	14387	11647	True	True	both_intragenic
ISO_035752	CP002027.1	-	11647	14406	16	14405	11647	True	True	both_intragenic
ISO_035754	CP002027.1	-	11647	14461	19	14460	11647	True	True	both_intragenic
ISO_035759	CP002027.1	-	11647	14558	20	14557	11647	True	True	both_intragenic
ISO_035760	CP002027.1	-	11647	14587	10	14586	11647	True	True	both_intragenic
ISO_035762	CP002027.1	-	11647	14641	17	14640	11647	True	True	both_intragenic
ISO_035766	CP002027.1	-	11647	14709	10	14708	11647	True	True	both_intragenic
ISO_035769	CP002027.1	-	11647	14762	13	14761	11647	True	True	both_intragenic
ISO_035770	CP002027.1	-	11647	14810	22	14809	11647	True	True	both_intragenic
ISO_035775	CP002027.1	-	11647	14869	19	14868	11647	True	True	both_intragenic
ISO_035780	CP002027.1	-	11647	14951	12	14950	11647	True	True	both_intragenic
ISO_035785	CP002027.1	-	11647	15008	27	15007	11647	True	True	both_intragenic
ISO_035788	CP002027.1	-	11647	15030	12	15029	11647	True	True	both_intragenic
ISO_035800	CP002027.1	-	11647	15152	10	15151	11647	False	True	3p_intragenic_only
ISO_035801	CP002027.1	-	11647	15178	14	15177	11647	True	True	both_intragenic
ISO_035804	CP002027.1	-	11647	15206	12	15205	11647	True	True	both_intragenic
ISO_035810	CP002027.1	-	11647	15286	24	15285	11647	True	True	both_intragenic
ISO_035827	CP002027.1	-	11647	15587	19	15586	11647	True	True	both_intragenic
ISO_035835	CP002027.1	-	11647	15721	22	15720	11647	True	True	both_intragenic
ISO_035847	CP002027.1	-	11647	15899	11	15898	11647	True	True	both_intragenic
ISO_035906	CP002027.1	-	11647	16810	129	16809	11647	False	True	3p_intragenic_only
ISO_035683	CP002027.1	-	11648	13285	12	13284	11648	True	True	both_intragenic
ISO_035924	CP002027.1	-	13564	16812	39	16811	13564	False	True	3p_intragenic_only
ISO_035925	CP002027.1	-	13638	16812	15	16811	13638	False	True	3p_intragenic_only
ISO_035926	CP002027.1	-	13767	16812	20	16811	13767	False	True	3p_intragenic_only
ISO_035928	CP002027.1	-	13986	16812	25	16811	13986	False	True	3p_intragenic_only
ISO_035934	CP002027.1	-	15138	16812	35	16811	15138	False	True	3p_intragenic_only
ISO_035913	CP002027.1	-	15357	16810	20	16809	15357	False	True	3p_intragenic_only
ISO_035935	CP002027.1	-	15363	16812	179	16811	15363	False	True	3p_intragenic_only
ISO_035937	CP002027.1	-	15535	16812	227	16811	15535	False	True	3p_intragenic_only
ISO_036005	CP002027.1	-	15536	18528	27	18527	15536	False	True	3p_intragenic_only
ISO_036009	CP002027.1	-	16278	18528	11	18527	16278	False	True	3p_intragenic_only
ISO_036014	CP002027.1	-	16852	18528	21	18527	16852	False	False	unprocessed
ISO_036015	CP002027.1	-	16887	18528	10	18527	16887	False	False	unprocessed
ISO_036017	CP002027.1	-	16955	18528	332	18527	16955	False	False	unprocessed
ISO_036018	CP002027.1	-	16998	18528	25	18527	16998	False	True	3p_intragenic_only
ISO_035969	CP002027.1	-	17040	18156	10	18155	17040	True	True	both_intragenic
ISO_036019	CP002027.1	-	17040	18528	361	18527	17040	False	True	3p_intragenic_only
ISO_036022	CP002027.1	-	17169	18528	10	18527	17169	False	True	3p_intragenic_only
ISO_035988	CP002027.1	-	17217	18371	10	18370	17217	True	True	both_intragenic
ISO_035968	CP002027.1	-	17218	18153	15	18152	17218	True	True	both_intragenic
ISO_035973	CP002027.1	-	17218	18174	17	18173	17218	True	True	both_intragenic
ISO_035983	CP002027.1	-	17218	18301	12	18300	17218	True	True	both_intragenic
ISO_035987	CP002027.1	-	17218	18350	11	18349	17218	True	True	both_intragenic
ISO_035992	CP002027.1	-	17218	18439	16	18438	17218	True	True	both_intragenic
ISO_036002	CP002027.1	-	17218	18515	11	18514	17218	True	True	both_intragenic
ISO_036023	CP002027.1	-	17218	18528	2013	18527	17218	False	True	3p_intragenic_only
ISO_036041	CP002027.1	-	17218	18584	19	18583	17218	False	True	3p_intragenic_only
ISO_036053	CP002027.1	-	17218	19452	25	19451	17218	False	True	3p_intragenic_only
ISO_035990	CP002027.1	-	17219	18403	10	18402	17219	True	True	both_intragenic
ISO_036024	CP002027.1	-	17264	18528	13	18527	17264	False	True	3p_intragenic_only
ISO_036026	CP002027.1	-	17313	18528	16	18527	17313	False	True	3p_intragenic_only
ISO_036027	CP002027.1	-	17364	18528	10	18527	17364	False	True	3p_intragenic_only
ISO_000768	CP002027.1	+	18313	19538	16	18313	19537	False	True	3p_intragenic_only
ISO_000773	CP002027.1	+	18313	20919	31	18313	20918	False	True	3p_intragenic_only
ISO_000783	CP002027.1	+	18594	20919	38	18594	20918	False	True	3p_intragenic_only
ISO_000790	CP002027.1	+	18689	20767	13	18689	20766	False	True	3p_intragenic_only
ISO_000793	CP002027.1	+	18689	20919	86	18689	20918	False	True	3p_intragenic_only
ISO_000805	CP002027.1	+	19160	20919	14	19160	20918	True	True	both_intragenic
ISO_000814	CP002027.1	+	19630	20918	12	19630	20917	True	True	both_intragenic
ISO_000817	CP002027.1	+	19663	20919	14	19663	20918	True	True	both_intragenic
ISO_000819	CP002027.1	+	19687	20919	15	19687	20918	True	True	both_intragenic
ISO_000827	CP002027.1	+	20048	20918	18	20048	20917	True	True	both_intragenic
ISO_000828	CP002027.1	+	20048	21674	12	20048	21673	True	True	both_intragenic
ISO_000844	CP002027.1	+	20382	23380	10	20382	23379	True	True	both_intragenic
ISO_000871	CP002027.1	+	21154	23380	13	21154	23379	True	True	both_intragenic
ISO_000878	CP002027.1	+	21240	23382	13	21240	23381	True	True	both_intragenic
ISO_000890	CP002027.1	+	21419	23380	20	21419	23379	True	True	both_intragenic
ISO_000897	CP002027.1	+	21601	23380	12	21601	23379	True	True	both_intragenic
ISO_000903	CP002027.1	+	21648	22473	36	21648	22472	True	True	both_intragenic
ISO_000905	CP002027.1	+	21648	22636	27	21648	22635	True	True	both_intragenic
ISO_000908	CP002027.1	+	21648	22726	39	21648	22725	True	True	both_intragenic
ISO_000909	CP002027.1	+	21648	22798	10	21648	22797	True	True	both_intragenic
ISO_000918	CP002027.1	+	21648	23136	11	21648	23135	True	True	both_intragenic
ISO_000919	CP002027.1	+	21648	23185	10	21648	23184	True	True	both_intragenic
ISO_000923	CP002027.1	+	21648	23381	725	21648	23380	True	True	both_intragenic
ISO_000924	CP002027.1	+	21648	23403	74	21648	23402	True	False	5p_intragenic_only
ISO_000936	CP002027.1	+	21648	24088	521	21648	24087	True	True	both_intragenic
ISO_000940	CP002027.1	+	21648	24450	12	21648	24449	True	True	both_intragenic
ISO_000949	CP002027.1	+	21717	24084	10	21717	24083	True	True	both_intragenic
ISO_000963	CP002027.1	+	21922	23380	22	21922	23379	True	True	both_intragenic
ISO_000964	CP002027.1	+	21922	24091	21	21922	24090	True	True	both_intragenic
ISO_000971	CP002027.1	+	21996	23381	16	21996	23380	True	True	both_intragenic
ISO_000972	CP002027.1	+	22017	24085	11	22017	24084	True	True	both_intragenic
ISO_000988	CP002027.1	+	22204	24084	12	22204	24083	True	True	both_intragenic
ISO_000994	CP002027.1	+	22328	24090	22	22328	24089	True	True	both_intragenic
ISO_000996	CP002027.1	+	22359	23381	14	22359	23380	True	True	both_intragenic
ISO_000999	CP002027.1	+	22361	23380	16	22361	23379	True	True	both_intragenic
ISO_001000	CP002027.1	+	22361	24089	35	22361	24088	True	True	both_intragenic
ISO_001003	CP002027.1	+	22402	24085	16	22402	24084	True	True	both_intragenic
ISO_001005	CP002027.1	+	22439	24089	18	22439	24088	True	True	both_intragenic
ISO_001007	CP002027.1	+	22450	24089	12	22450	24088	True	True	both_intragenic
ISO_001013	CP002027.1	+	22531	24086	19	22531	24085	True	True	both_intragenic
ISO_001014	CP002027.1	+	22570	24084	12	22570	24083	True	True	both_intragenic
ISO_001019	CP002027.1	+	22676	24086	43	22676	24085	True	True	both_intragenic
ISO_001021	CP002027.1	+	22757	24090	16	22757	24089	True	True	both_intragenic
ISO_001024	CP002027.1	+	22776	24085	19	22776	24084	True	True	both_intragenic
ISO_001026	CP002027.1	+	22778	24091	10	22778	24090	True	True	both_intragenic
ISO_001029	CP002027.1	+	22788	24085	23	22788	24084	True	True	both_intragenic
ISO_001031	CP002027.1	+	22815	24090	10	22815	24089	True	True	both_intragenic
ISO_001034	CP002027.1	+	22904	24088	13	22904	24087	True	True	both_intragenic
ISO_001045	CP002027.1	+	23162	24085	11	23162	24084	True	True	both_intragenic
ISO_001093	CP002027.1	+	24179	25214	24	24179	25213	True	False	5p_intragenic_only
ISO_036077	CP002027.1	-	25237	26299	10	26298	25237	False	False	unprocessed
ISO_036079	CP002027.1	-	25237	26300	21	26299	25237	False	False	unprocessed
ISO_036092	CP002027.1	-	25237	26321	100	26320	25237	False	False	unprocessed
ISO_036156	CP002027.1	-	25237	27561	11	27560	25237	False	False	unprocessed
ISO_036111	CP002027.1	-	25238	26949	10	26948	25238	True	False	5p_intragenic_only
ISO_036145	CP002027.1	-	25238	27549	204	27548	25238	False	False	unprocessed
ISO_036129	CP002027.1	-	25239	27533	38	27532	25239	False	False	unprocessed
