operon_id	chrom	strand	start0	end0	n_isoforms	n_reads_total	member_ids	length	tss	tts	sense_gene_count	sense_gene_loci	sense_gene_names	antisense_gene_count	antisense_gene_loci	antisense_gene_names	gene_count	gene_loci	gene_names	segmentation_type
OP_00011	CP002027.1	-	25237	27549	3	356	ISO_036092,ISO_036145,ISO_036142	2312	27549	25237	2	MMSYN1_0914,MMSYN1_0917	bla,	0			2	MMSYN1_0914,MMSYN1_0917	bla,	isoform_operon
OP_00012	CP002027.1	+	27121	28928	11	31694	ISO_001155,ISO_001156,ISO_001167,ISO_001168,ISO_001173,ISO_001174,ISO_001175,ISO_001176,ISO_001181,ISO_001183,ISO_001184	1807	27121	28928	0			2	MMSYN1_0917,MMSYN1_0918	,his3	2			isoform_operon
OP_00013	CP002027.1	+	28981	37221	236	110553	ISO_001227,ISO_001229,ISO_001234,ISO_001266,ISO_001314,ISO_001321,ISO_001331,ISO_001333,ISO_001336,ISO_001349,ISO_001383,ISO_001432,ISO_001435,ISO_001438,ISO_001455,ISO_001458,ISO_001462,ISO_001464,ISO_001471,ISO_001473,ISO_001476,ISO_001484,ISO_001485,ISO_001491,ISO_001503,ISO_001506,ISO_001509,ISO_001511,ISO_001518,ISO_001519,ISO_001542,ISO_001552,ISO_001555,ISO_001558,ISO_001560,ISO_001561,ISO_001562,ISO_001564,ISO_001567,ISO_001570,ISO_001572,ISO_001575,ISO_001576,ISO_001578,ISO_001581,ISO_001589,ISO_001598,ISO_001606,ISO_001608,ISO_001613,ISO_001614,ISO_001617,ISO_001618,ISO_001621,ISO_001623,ISO_001626,ISO_001628,ISO_001630,ISO_001632,ISO_001633,ISO_001634,ISO_001636,ISO_001638,ISO_001640,ISO_001642,ISO_001643,ISO_001645,ISO_001647,ISO_001648,ISO_001656,ISO_001657,ISO_001659,ISO_001662,ISO_001664,ISO_001673,ISO_001679,ISO_001684,ISO_001685,ISO_001687,ISO_001691,ISO_001700,ISO_001702,ISO_001731,ISO_001732,ISO_001860,ISO_001894,ISO_001909,ISO_001915,ISO_001917,ISO_001925,ISO_001936,ISO_001942,ISO_001952,ISO_001955,ISO_001970,ISO_001975,ISO_001984,ISO_002007,ISO_002008,ISO_002024,ISO_002032,ISO_002036,ISO_002043,ISO_002051,ISO_002055,ISO_002059,ISO_002062,ISO_002067,ISO_002079,ISO_002087,ISO_002090,ISO_002099,ISO_002101,ISO_002113,ISO_002119,ISO_002121,ISO_002132,ISO_002135,ISO_002144,ISO_002146,ISO_002176,ISO_002179,ISO_002213,ISO_002214,ISO_002230,ISO_002237,ISO_002239,ISO_002242,ISO_002247,ISO_002259,ISO_002264,ISO_002274,ISO_002288,ISO_002292,ISO_002300,ISO_002308,ISO_002312,ISO_002315,ISO_002320,ISO_002330,ISO_002337,ISO_002339,ISO_002348,ISO_002357,ISO_002364,ISO_002371,ISO_002375,ISO_002379,ISO_002387,ISO_002393,ISO_002406,ISO_002411,ISO_002416,ISO_002423,ISO_002427,ISO_002435,ISO_002442,ISO_002445,ISO_002447,ISO_002457,ISO_002467,ISO_002470,ISO_002476,ISO_002481,ISO_002486,ISO_002492,ISO_002494,ISO_002499,ISO_002503,ISO_002508,ISO_002514,ISO_002516,ISO_002523,ISO_002526,ISO_002528,ISO_002534,ISO_002538,ISO_002542,ISO_002546,ISO_002553,ISO_002557,ISO_002565,ISO_002569,ISO_002572,ISO_002577,ISO_002585,ISO_002590,ISO_002592,ISO_002597,ISO_002601,ISO_002604,ISO_002609,ISO_002615,ISO_002618,ISO_002626,ISO_002630,ISO_002637,ISO_002640,ISO_002644,ISO_002652,ISO_002653,ISO_002656,ISO_002663,ISO_002668,ISO_002673,ISO_002676,ISO_002678,ISO_002681,ISO_002684,ISO_002687,ISO_002689,ISO_002695,ISO_002697,ISO_002700,ISO_002705,ISO_002711,ISO_002713,ISO_002719,ISO_002722,ISO_002732,ISO_002737,ISO_002741,ISO_002743,ISO_002747,ISO_002749,ISO_002752,ISO_002754,ISO_002756,ISO_002759,ISO_002764,ISO_002768,ISO_002771,ISO_002772,ISO_002780,ISO_002784,ISO_002824	8240	28981	37221	4	MMSYN1_0913,MMSYN1_0915,MMSYN1_0921,MMSYN1_0922	tetM,lacZ,tnpA_1,tnpB_1	1	MMSYN1_0019		5	MMSYN1_0913,MMSYN1_0915,MMSYN1_0921,MMSYN1_0922	tetM,lacZ,tnpA_1,tnpB_1	isoform_operon
OP_00014	CP002027.1	-	36581	38643	4	416	ISO_036231,ISO_036234,ISO_036254,ISO_036256	2062	38643	36581	3	MMSYN1_0019,MMSYN1_0020,MMSYN1_0021	,,	1	MMSYN1_0922	tnpB_1	4	MMSYN1_0019,MMSYN1_0020,MMSYN1_0021	,,	isoform_operon
OP_00015	CP002027.1	-	38920	39679	0	154		759	39679	38920	1	MMSYN1_0022		0			1	MMSYN1_0022		rescue_single
OP_00016	CP002027.1	-	39701	40965	1	64	ISO_036272	1264	40965	39701	1	MMSYN1_0023		0			1	MMSYN1_0023		isoform_operon
OP_00017	CP002027.1	-	41508	42891	0	18		1383	42891	41508	1	MMSYN1_0024		0			1	MMSYN1_0024		rescue_single
OP_00018	CP002027.1	-	43233	44871	11	34051	ISO_036382,ISO_036386,ISO_036387,ISO_036388,ISO_036381,ISO_036396,ISO_036375,ISO_036408,ISO_036389,ISO_036379,ISO_036394	1638	44871	43233	4	MMSYN1_0025,MMSYN1_0026,MMSYN1_0027,MMSYN1_0028	rpsR,,,	0			4	MMSYN1_0025,MMSYN1_0026,MMSYN1_0027,MMSYN1_0028	rpsR,,,	isoform_operon
OP_00019	CP002027.1	+	44922	45636	2	382	ISO_002880,ISO_002883	714	44922	45636	1	MMSYN1_0029		1	MMSYN1_0030		2	MMSYN1_0029		isoform_operon
OP_00020	CP002027.1	-	45604	47601	9	5207	ISO_036438,ISO_036497,ISO_036538,ISO_036498,ISO_036510,ISO_036524,ISO_036527,ISO_036543,ISO_036530	1997	47601	45604	2	MMSYN1_0030,MMSYN1_0031	,hslO	0			2	MMSYN1_0030,MMSYN1_0031	,hslO	isoform_operon
OP_00021	CP002027.1	-	47661	50904	4	1211	ISO_036617,ISO_036631,ISO_036637,ISO_036653	3243	50904	47661	1	MMSYN1_0032		0			1	MMSYN1_0032		isoform_operon
OP_00022	CP002027.1	-	50957	54116	0	9		3159	54116	50957	1	MMSYN1_0033		0			1	MMSYN1_0033		rescue_single
OP_00023	CP002027.1	+	54194	59688	4	541	ISO_002893,ISO_002916,ISO_002919,ISO_003062	5494	54194	59688	1	MMSYN1_0034		0			1	MMSYN1_0034		isoform_gene_combined
OP_00024	CP002027.1	+	59774	60968	0	61		1194	59774	60968	1	MMSYN1_0035		0			1	MMSYN1_0035		rescue_single
OP_00025	CP002027.1	+	61124	64623	33	10684	ISO_003194,ISO_003204,ISO_003207,ISO_003208,ISO_003210,ISO_003214,ISO_003215,ISO_003216,ISO_003217,ISO_003218,ISO_003219,ISO_003220,ISO_003221,ISO_003222,ISO_003223,ISO_003224,ISO_003225,ISO_003226,ISO_003227,ISO_003228,ISO_003229,ISO_003230,ISO_003231,ISO_003232,ISO_003233,ISO_003234,ISO_003235,ISO_003236,ISO_003237,ISO_003239,ISO_003261,ISO_003358,ISO_003359	3499	61124	64623	3	MMSYN1_0036,MMSYN1_0037,MMSYN1_0038	,,	0			3	MMSYN1_0036,MMSYN1_0037,MMSYN1_0038	,,	isoform_operon
OP_00026	CP002027.1	-	65113	67169	38	6946	ISO_037023,ISO_036822,ISO_036935,ISO_036826,ISO_036842,ISO_036819,ISO_036796,ISO_036812,ISO_036823,ISO_036838,ISO_036864,ISO_036874,ISO_036876,ISO_036830,ISO_036847,ISO_036850,ISO_036860,ISO_036871,ISO_036883,ISO_036887,ISO_036894,ISO_036898,ISO_036906,ISO_036920,ISO_036923,ISO_036928,ISO_036944,ISO_036947,ISO_036972,ISO_036981,ISO_037025,ISO_036814,ISO_036902,ISO_036962,ISO_037012,ISO_037017,ISO_036982,ISO_037022	2056	67169	65113	1	MMSYN1_0039		0			1	MMSYN1_0039		isoform_operon
OP_00027	CP002027.1	+	67151	68661	4	473	ISO_003424,ISO_003428,ISO_003459,ISO_003467	1510	67151	68661	1	MMSYN1_0041		1	MMSYN1_0040		2	MMSYN1_0041		isoform_operon
OP_00028	CP002027.1	-	69220	71427	3	265	ISO_037124,ISO_037169,ISO_037182	2207	71427	69220	4	MMSYN1_0040,MMSYN1_0042,MMSYN1_0043,MMSYN1_0044	,,,	0			4	MMSYN1_0040,MMSYN1_0042,MMSYN1_0043,MMSYN1_0044	,,,	isoform_operon
OP_00029	CP002027.1	-	71658	74877	3	230	ISO_037326,ISO_037335,ISO_037349	3219	74877	71658	3	MMSYN1_0045,MMSYN1_0046,MMSYN1_0047	tmk,,dnaX	0			3	MMSYN1_0045,MMSYN1_0046,MMSYN1_0047	tmk,,dnaX	isoform_operon
OP_00030	CP002027.1	-	74944	75412	0	923		468	75412	74944	1	MMSYN1_0048		0			1	MMSYN1_0048		rescue_single
OP_00031	CP002027.1	-	75392	75491	0	35		99	75491	75392	1	MMSYN1_0049	srpB	0			1	MMSYN1_0049	srpB	rescue_single
OP_00032	CP002027.1	-	75528	76491	0	75		963	76491	75528	1	MMSYN1_0050	guaC	0			1	MMSYN1_0050	guaC	rescue_single
OP_00033	CP002027.1	-	76905	77202	0	169		297	77202	76905	1	MMSYN1_0051		0			1	MMSYN1_0051		rescue_single
OP_00034	CP002027.1	-	77303	82773	12	4848	ISO_037579,ISO_037588,ISO_037593,ISO_037630,ISO_037654,ISO_037594,ISO_037596,ISO_037649,ISO_037735,ISO_037743,ISO_037751,ISO_037755	5470	82773	77303	5	MMSYN1_0052,MMSYN1_0053,MMSYN1_0054,MMSYN1_0055,MMSYN1_0056	,,,mmyCVR,mmyC5VM	0			5	MMSYN1_0052,MMSYN1_0053,MMSYN1_0054,MMSYN1_0055,MMSYN1_0056	,,,mmyCVR,mmyC5VM	isoform_operon
OP_00035	CP002027.1	-	82875	84239	2	126	ISO_037817,ISO_037822	1364	84239	82875	0			2	MMSYN1_0057,MMSYN1_0058	,	2			isoform_operon
OP_00036	CP002027.1	+	84226	86713	20	41977	ISO_003544,ISO_003555,ISO_003559,ISO_003560,ISO_003565,ISO_003576,ISO_003586,ISO_003587,ISO_003588,ISO_003592,ISO_003597,ISO_003602,ISO_003604,ISO_003613,ISO_003622,ISO_003626,ISO_003630,ISO_003636,ISO_003709,ISO_003710	2487	84226	86713	3	MMSYN1_0059,MMSYN1_0060,MMSYN1_0061	ald,,serS	0			3	MMSYN1_0059,MMSYN1_0060,MMSYN1_0061	ald,,serS	isoform_operon
OP_00037	CP002027.1	+	86587	90807	17	2490	ISO_003753,ISO_003755,ISO_003756,ISO_003757,ISO_003764,ISO_003770,ISO_003774,ISO_003936,ISO_003939,ISO_003941,ISO_003942,ISO_003949,ISO_003981,ISO_003994,ISO_004002,ISO_004073,ISO_004164	4220	86587	90807	4	MMSYN1_0061,MMSYN1_0062,MMSYN1_0063,MMSYN1_0064	serS,,,lysS	0			4	MMSYN1_0061,MMSYN1_0062,MMSYN1_0063,MMSYN1_0064	serS,,,lysS	isoform_operon
OP_00038	CP002027.1	-	90830	92073	4	518	ISO_037858,ISO_037889,ISO_037891,ISO_037876	1243	92073	90830	2	MMSYN1_0065,MMSYN1_0066	trxA,	0			2	MMSYN1_0065,MMSYN1_0066	trxA,	isoform_operon
OP_00039	CP002027.1	-	92147	96980	0	0		4833	96980	92147	3	MMSYN1_0067,MMSYN1_0068,MMSYN1_0069	rrf,rrl,rrs	0			3	MMSYN1_0067,MMSYN1_0068,MMSYN1_0069	rrf,rrl,rrs	rescue_multiple
OP_00040	CP002027.1	-	97262	97346	0	1		84	97346	97262	1	MMSYN1_0070		0			1	MMSYN1_0070		rescue_single
OP_00041	CP002027.1	-	97348	97424	0	1		76	97424	97348	1	MMSYN1_0071		0			1	MMSYN1_0071		rescue_single
OP_00042	CP002027.1	+	97602	99669	0	0		2067	97602	99669	1	MMSYN1_0072		0			1	MMSYN1_0072		rescue_single
OP_00043	CP002027.1	-	99777	109544	35	26939	ISO_037992,ISO_038388,ISO_038389,ISO_038394,ISO_038490,ISO_038856,ISO_038395,ISO_038857,ISO_038396,ISO_038858,ISO_038886,ISO_038890,ISO_038902,ISO_038914,ISO_038918,ISO_039110,ISO_038828,ISO_038833,ISO_038838,ISO_038842,ISO_038847,ISO_038919,ISO_038950,ISO_038955,ISO_038979,ISO_039018,ISO_039344,ISO_039362,ISO_039225,ISO_039236,ISO_039257,ISO_039285,ISO_039312,ISO_039325,ISO_039468	9767	109544	99777	12	MMSYN1_0073,MMSYN1_0074,MMSYN1_0075,MMSYN1_0076,MMSYN1_0077,MMSYN1_0076,MMSYN1_0077,MMSYN1_0078,MMSYN1_0079,MMSYN1_0078,MMSYN1_0079,MMSYN1_0080	,phnC,,asnS,,asnS,,,,,,	0			5	MMSYN1_0073,MMSYN1_0074,MMSYN1_0075,MMSYN1_0076,MMSYN1_0077	,phnC,,asnS,	isoform_operon_merged
OP_00044	CP002027.1	+	109623	111274	4	462	ISO_004219,ISO_004222,ISO_004224,ISO_004232	1651	109623	111274	1	MMSYN1_0081	trmE	1	MMSYN1_0082	rpsT	2	MMSYN1_0081	trmE	isoform_operon
OP_00045	CP002027.1	-	111072	112299	2	429	ISO_039479,ISO_039488	1227	112299	111072	2	MMSYN1_0082,MMSYN1_0083	rpsT,	1	MMSYN1_0081	trmE	3	MMSYN1_0082,MMSYN1_0083	rpsT,	isoform_operon
OP_00046	CP002027.1	-	112955	114005	1	85	ISO_039521	1050	114005	112955	1	MMSYN1_0084		0			1	MMSYN1_0084		isoform_operon
OP_00047	CP002027.1	-	114081	116424	6	1848	ISO_039746,ISO_039758,ISO_039766,ISO_039767,ISO_039770,ISO_039772	2343	116424	114081	2	MMSYN1_0085,MMSYN1_0086	,	0			2	MMSYN1_0085,MMSYN1_0086	,	isoform_operon
OP_00048	CP002027.1	-	117049	118566	6	622	ISO_039868,ISO_039850,ISO_039829,ISO_039843,ISO_039908,ISO_039895	1517	118566	117049	2	MMSYN1_0086,MMSYN1_0087	,	0			2	MMSYN1_0086,MMSYN1_0087	,	isoform_operon
OP_00049	CP002027.1	-	118921	120356	2	192	ISO_039943,ISO_039944	1435	120356	118921	1	MMSYN1_0088		0			1	MMSYN1_0088		isoform_operon
OP_00050	CP002027.1	-	120711	122611	5	656	ISO_040002,ISO_040007,ISO_040008,ISO_040009,ISO_040016	1900	122611	120711	1	MMSYN1_0089		0			1	MMSYN1_0089		isoform_operon
OP_00051	CP002027.1	-	122663	123385	5	4559	ISO_040052,ISO_040055,ISO_040056,ISO_040057,ISO_040058	722	123385	122663	1	MMSYN1_0923		0			1	MMSYN1_0923		isoform_operon
OP_00052	CP002027.1	-	123633	126102	16	1906	ISO_040155,ISO_040165,ISO_040196,ISO_040203,ISO_040257,ISO_040265,ISO_040313,ISO_040461,ISO_040113,ISO_040178,ISO_040187,ISO_040218,ISO_040269,ISO_040466,ISO_040473,ISO_040477	2469	126102	123633	1	MMSYN1_0092		0			1	MMSYN1_0092		isoform_operon
OP_00053	CP002027.1	-	126219	127690	1	3	ISO_040484	1471	127690	126219	2	MMSYN1_0093,MMSYN1_0094		0			2	MMSYN1_0093,MMSYN1_0094		rescue_multiple
OP_00054	CP002027.1	-	127873	130671	15	1149	ISO_040526,ISO_040499,ISO_040529,ISO_040535,ISO_040537,ISO_040541,ISO_040545,ISO_040546,ISO_040552,ISO_040557,ISO_040558,ISO_040570,ISO_040578,ISO_040616,ISO_040560	2798	130671	127873	1	MMSYN1_0095	secA	0			1	MMSYN1_0095	secA	isoform_operon
OP_00055	CP002027.1	+	130682	133351	8	2013	ISO_004279,ISO_004293,ISO_004305,ISO_004313,ISO_004314,ISO_004332,ISO_004344,ISO_004362	2669	130682	133351	3	MMSYN1_0096,MMSYN1_0097,MMSYN1_0098	,,mmyCVIM1	0			3	MMSYN1_0096,MMSYN1_0097,MMSYN1_0098	,,mmyCVIM1	isoform_operon
OP_00056	CP002027.1	+	133500	134418	0	7		918	133500	134418	1	MMSYN1_0099	mmyCVIM2	0			1	MMSYN1_0099	mmyCVIM2	rescue_single
OP_00057	CP002027.1	+	135785	137738	1	58	ISO_004584	1953	135785	137738	2	MMSYN1_0100,MMSYN1_0101	mmyCVIR,	0			2	MMSYN1_0100,MMSYN1_0101	mmyCVIR,	isoform_operon
OP_00058	CP002027.1	+	138336	139220	3	1911	ISO_004705,ISO_004706,ISO_004709	884	138336	139220	2	MMSYN1_0102,MMSYN1_0103	,coaE	1	MMSYN1_0104	rrmJ	3	MMSYN1_0102,MMSYN1_0103	,coaE	isoform_operon
OP_00059	CP002027.1	-	139293	141017	4	309	ISO_040667,ISO_040685,ISO_040698,ISO_040726	1724	141017	139293	3	MMSYN1_0104,MMSYN1_0105,MMSYN1_0106	rrmJ,,xseA	0			3	MMSYN1_0104,MMSYN1_0105,MMSYN1_0106	rrmJ,,xseA	isoform_operon
OP_00060	CP002027.1	-	141631	142030	0	744		399	142030	141631	1	MMSYN1_0107	nusB	0			1	MMSYN1_0107	nusB	rescue_single
OP_00061	CP002027.1	-	142149	144944	8	761	ISO_040998,ISO_041001,ISO_041069,ISO_041111,ISO_041115,ISO_041010,ISO_041079,ISO_041015	2795	144944	142149	4	MMSYN1_0108,MMSYN1_0109,MMSYN1_0110,MMSYN1_0111	,,,	0			4	MMSYN1_0108,MMSYN1_0109,MMSYN1_0110,MMSYN1_0111	,,,	isoform_operon
OP_00062	CP002027.1	-	145037	147342	2	125	ISO_041183,ISO_041188	2305	147342	145037	1	MMSYN1_0112		0			1	MMSYN1_0112		isoform_operon
OP_00063	CP002027.1	+	147450	148903	2	277	ISO_004755,ISO_004756	1453	147450	148903	1	MMSYN1_0113		0			1	MMSYN1_0113		isoform_operon
OP_00064	CP002027.1	-	148930	150141	1	57	ISO_041204	1211	150141	148930	1	MMSYN1_0114		0			1	MMSYN1_0114		isoform_operon
OP_00065	CP002027.1	-	150228	151277	2	223	ISO_041213,ISO_041215	1049	151277	150228	1	MMSYN1_0115		0			1	MMSYN1_0115		isoform_operon
OP_00066	CP002027.1	+	151079	154274	3	212	ISO_004783,ISO_004796,ISO_004888	3195	151079	154274	2	MMSYN1_0117,MMSYN1_0118	plsY,	3	MMSYN1_0115,MMSYN1_0116,MMSYN1_0119	,,	5	MMSYN1_0117,MMSYN1_0118	plsY,	isoform_operon
OP_00067	CP002027.1	-	154238	155086	1	68	ISO_041231	848	155086	154238	1	MMSYN1_0119		1	MMSYN1_0118		2	MMSYN1_0119		isoform_operon
OP_00068	CP002027.1	+	155218	156712	4	3385	ISO_004895,ISO_004906,ISO_004908,ISO_004913	1494	155218	156712	2	MMSYN1_0120,MMSYN1_0121	ilvA,	0			2	MMSYN1_0120,MMSYN1_0121	ilvA,	isoform_operon
OP_00069	CP002027.1	+	158296	159157	0	37		861	158296	159157	1	MMSYN1_0122		0			1	MMSYN1_0122		rescue_single
OP_00070	CP002027.1	+	159370	161939	86	31598	ISO_005057,ISO_005065,ISO_005109,ISO_005110,ISO_005117,ISO_005127,ISO_005134,ISO_005140,ISO_005144,ISO_005156,ISO_005162,ISO_005166,ISO_005173,ISO_005177,ISO_005181,ISO_005184,ISO_005192,ISO_005196,ISO_005200,ISO_005204,ISO_005211,ISO_005214,ISO_005219,ISO_005221,ISO_005223,ISO_005228,ISO_005232,ISO_005234,ISO_005236,ISO_005240,ISO_005242,ISO_005245,ISO_005247,ISO_005250,ISO_005253,ISO_005257,ISO_005261,ISO_005262,ISO_005274,ISO_005275,ISO_005279,ISO_005280,ISO_005284,ISO_005286,ISO_005289,ISO_005294,ISO_005298,ISO_005300,ISO_005303,ISO_005305,ISO_005307,ISO_005309,ISO_005310,ISO_005311,ISO_005312,ISO_005316,ISO_005319,ISO_005321,ISO_005325,ISO_005328,ISO_005330,ISO_005333,ISO_005336,ISO_005342,ISO_005343,ISO_005347,ISO_005349,ISO_005351,ISO_005353,ISO_005357,ISO_005359,ISO_005361,ISO_005365,ISO_005367,ISO_005369,ISO_005371,ISO_005373,ISO_005374,ISO_005375,ISO_005377,ISO_005379,ISO_005385,ISO_005389,ISO_005394,ISO_005403,ISO_005407	2569	159370	161939	2	MMSYN1_0123,MMSYN1_0124	vlcD,	0			2	MMSYN1_0123,MMSYN1_0124	vlcD,	isoform_operon
OP_00071	CP002027.1	-	159935	160903	1	72	ISO_041252	968	160903	159935	0			2	MMSYN1_0123,MMSYN1_0124	vlcD,	2			isoform_operon
OP_00072	CP002027.1	+	162011	164499	11	8874	ISO_005435,ISO_005443,ISO_005447,ISO_005448,ISO_005449,ISO_005452,ISO_005453,ISO_005454,ISO_005456,ISO_005457,ISO_005465	2488	162011	164499	2	MMSYN1_0125,MMSYN1_0126	,gltX	0			2	MMSYN1_0125,MMSYN1_0126	,gltX	isoform_operon
OP_00073	CP002027.1	+	164031	170016	13	2633	ISO_005597,ISO_005600,ISO_005654,ISO_005660,ISO_005826,ISO_005835,ISO_005842,ISO_005843,ISO_005854,ISO_005856,ISO_005868,ISO_006029,ISO_006035	5985	164031	170016	5	MMSYN1_0126,MMSYN1_0127,MMSYN1_0128,MMSYN1_0129,MMSYN1_0130	gltX,,,pyrG,	0			5	MMSYN1_0126,MMSYN1_0127,MMSYN1_0128,MMSYN1_0129,MMSYN1_0130	gltX,,,pyrG,	isoform_operon
OP_00074	CP002027.1	+	170115	174549	11	3645	ISO_006054,ISO_006055,ISO_006057,ISO_006071,ISO_006076,ISO_006091,ISO_006105,ISO_006150,ISO_006181,ISO_006271,ISO_006272	4434	170115	174549	3	MMSYN1_0131,MMSYN1_0132,MMSYN1_0133	fba,,	0			3	MMSYN1_0131,MMSYN1_0132,MMSYN1_0133	fba,,	isoform_operon
OP_00075	CP002027.1	-	174559	176145	2	384	ISO_041310,ISO_041327	1586	176145	174559	1	MMSYN1_0134		0			1	MMSYN1_0134		isoform_operon
OP_00076	CP002027.1	+	176258	177124	1	84	ISO_006290	866	176258	177124	1	MMSYN1_0136		1	MMSYN1_0135		2	MMSYN1_0136		isoform_operon
OP_00077	CP002027.1	+	177522	179714	12	3666	ISO_006301,ISO_006314,ISO_006316,ISO_006317,ISO_006321,ISO_006331,ISO_006352,ISO_006354,ISO_006361,ISO_006410,ISO_006422,ISO_006437	2192	177522	179714	2	MMSYN1_0137,MMSYN1_0138	rpmE,	0			2	MMSYN1_0137,MMSYN1_0138	rpmE,	isoform_operon
OP_00078	CP002027.1	+	180145	182572	4	598	ISO_006566,ISO_006569,ISO_006642,ISO_006644	2427	180145	182572	4	MMSYN1_0139,MMSYN1_0140,MMSYN1_0141,MMSYN1_0142	,tdk,prfA,prmC	0			4	MMSYN1_0139,MMSYN1_0140,MMSYN1_0141,MMSYN1_0142	,tdk,prfA,prmC	isoform_operon
OP_00079	CP002027.1	+	184648	186588	8	6478	ISO_006958,ISO_006963,ISO_006973,ISO_007024,ISO_007026,ISO_007029,ISO_007030,ISO_007031	1940	184648	186588	3	MMSYN1_0143,MMSYN1_0144,MMSYN1_0145	,,	0			3	MMSYN1_0143,MMSYN1_0144,MMSYN1_0145	,,	isoform_operon
OP_00080	CP002027.1	+	186591	187299	0	26		708	186591	187299	1	MMSYN1_0146		0			1	MMSYN1_0146		rescue_single
OP_00081	CP002027.1	+	187298	188828	0	2		1530	187298	188828	1	MMSYN1_0147		0			1	MMSYN1_0147		rescue_single
OP_00082	CP002027.1	+	188908	193382	102	27758	ISO_007101,ISO_007104,ISO_007112,ISO_007116,ISO_007123,ISO_007124,ISO_007125,ISO_007127,ISO_007131,ISO_007133,ISO_007134,ISO_007138,ISO_007140,ISO_007143,ISO_007151,ISO_007153,ISO_007160,ISO_007162,ISO_007163,ISO_007171,ISO_007198,ISO_007199,ISO_007210,ISO_007213,ISO_007244,ISO_007261,ISO_007282,ISO_007286,ISO_007291,ISO_007300,ISO_007312,ISO_007321,ISO_007336,ISO_007343,ISO_007362,ISO_007375,ISO_007385,ISO_007388,ISO_007402,ISO_007408,ISO_007411,ISO_007418,ISO_007425,ISO_007430,ISO_007438,ISO_007459,ISO_007466,ISO_007472,ISO_007482,ISO_007485,ISO_007487,ISO_007497,ISO_007512,ISO_007517,ISO_007534,ISO_007542,ISO_007548,ISO_007553,ISO_007556,ISO_007562,ISO_007566,ISO_007573,ISO_007578,ISO_007582,ISO_007586,ISO_007589,ISO_007592,ISO_007596,ISO_007599,ISO_007603,ISO_007609,ISO_007621,ISO_007624,ISO_007629,ISO_007631,ISO_007632,ISO_007650,ISO_007660,ISO_007754,ISO_007758,ISO_007759,ISO_007836,ISO_007837,ISO_007840,ISO_007841,ISO_007844,ISO_007854,ISO_007855,ISO_007856,ISO_007861,ISO_007862,ISO_007867,ISO_007868,ISO_007871,ISO_007872,ISO_007873,ISO_007874,ISO_007879,ISO_007880,ISO_007884,ISO_007885,ISO_007893	4474	188908	193382	4	MMSYN1_0148,MMSYN1_0149,MMSYN1_0150,MMSYN1_0151	rpsL,rpsG,fusA,tuf	0			4	MMSYN1_0148,MMSYN1_0149,MMSYN1_0150,MMSYN1_0151	rpsL,rpsG,fusA,tuf	isoform_operon
